file,line,value,func,context
tools/joint_estimator/adoption_measure.py,160,25,phase_decode,if verbose and idx % 25 == 0:
tools/joint_estimator/adoption_measure.py,214,8,phase_decode,"key=lambda x: -x[1])[:8]},"
tools/joint_estimator/adoption_measure.py,157,2,phase_decode,"theirs = [(x[0], x[1], x[2], x[3], x[4]) for x in oracle_sel[stem][""segments""]]"
tools/joint_estimator/adoption_measure.py,157,3,phase_decode,"theirs = [(x[0], x[1], x[2], x[3], x[4]) for x in oracle_sel[stem][""segments""]]"
tools/joint_estimator/adoption_measure.py,157,4,phase_decode,"theirs = [(x[0], x[1], x[2], x[3], x[4]) for x in oracle_sel[stem][""segments""]]"
tools/joint_estimator/adoption_measure.py,213,2,phase_decode,"""slowest"": sorted([(s, round(t, 2), e) for s, t, e in timings],"
tools/joint_estimator/adoption_measure_b.py,45,5.28,<module-scope>,GT_MOD_RATE = 5.28          # the committed ground-truth local-key change rate (search report §3)
tools/joint_estimator/adoption_measure_b.py,46,0.75,<module-scope>,"MOD_BAND = (0.75, 1.25)     # ★R (i-b): A's rate must sit within [0.75x, 1.25x] of the GT rate"
tools/joint_estimator/adoption_measure_b.py,46,1.25,<module-scope>,"MOD_BAND = (0.75, 1.25)     # ★R (i-b): A's rate must sit within [0.75x, 1.25x] of the GT rate"
tools/joint_estimator/adoption_measure_b.py,297,2,main,"band = (round(MOD_BAND[0] * gt_rate, 2), round(MOD_BAND[1] * gt_rate, 2))"
tools/joint_estimator/adoption_measure_b.py,297,2,main,"band = (round(MOD_BAND[0] * gt_rate, 2), round(MOD_BAND[1] * gt_rate, 2))"
tools/joint_estimator/adoption_measure_b.py,299,2,main,"""a_mean_key_changes_per_piece"": round(a_rate, 2),"
tools/joint_estimator/adoption_measure_b.py,300,2,main,"""gt_mean_key_changes_per_piece_measured"": round(gt_rate, 2),"
tools/joint_estimator/adoption_measure_b.py,81,2,parse_runs_spans,if i < 2 or not ln.strip():
tools/joint_estimator/adoption_measure_b.py,88,8,parse_runs_spans,"dur, orr, dr, cls = int(m.group(5)), int(m.group(6)), int(m.group(7)), m.group(8)"
tools/joint_estimator/adoption_measure_b.py,214,2,gt_self_agreement_ceiling,"""ceiling_home_pct"": round(100.0 * home_eq_local / scored, 2) if scored else None,"
tools/joint_estimator/adoption_measure_b.py,215,2,gt_self_agreement_ceiling,"""modulated_fraction_pct"": round(100.0 * home_ne_local / scored, 2) if scored else None,"
tools/joint_estimator/adoption_measure_b.py,240,2,paired_bootstrap,"out[axis] = {""mean"": round(float(d.mean()), 2), ""lo"": round(lo, 2), ""hi"": round(hi, 2),"
tools/joint_estimator/adoption_measure_b.py,240,2,paired_bootstrap,"out[axis] = {""mean"": round(float(d.mean()), 2), ""lo"": round(lo, 2), ""hi"": round(hi, 2),"
tools/joint_estimator/adoption_measure_b.py,240,2,paired_bootstrap,"out[axis] = {""mean"": round(float(d.mean()), 2), ""lo"": round(lo, 2), ""hi"": round(hi, 2),"
tools/joint_estimator/adoption_measure_b.py,319,2,main,"""pct_change"": round(100.0 * (cand_cb - ref_cb) / ref_cb, 2),"
tools/joint_estimator/adoption_measure_b.py,87,2,parse_runs_spans,"stem, start, end = m.group(1), int(m.group(2)), int(m.group(4))"
tools/joint_estimator/adoption_measure_b.py,87,4,parse_runs_spans,"stem, start, end = m.group(1), int(m.group(2)), int(m.group(4))"
tools/joint_estimator/adoption_measure_b.py,88,5,parse_runs_spans,"dur, orr, dr, cls = int(m.group(5)), int(m.group(6)), int(m.group(7)), m.group(8)"
tools/joint_estimator/adoption_measure_b.py,88,6,parse_runs_spans,"dur, orr, dr, cls = int(m.group(5)), int(m.group(6)), int(m.group(7)), m.group(8)"
tools/joint_estimator/adoption_measure_b.py,88,7,parse_runs_spans,"dur, orr, dr, cls = int(m.group(5)), int(m.group(6)), int(m.group(7)), m.group(8)"
tools/joint_estimator/adoption_measure_b.py,132,12,diagnose_setdiff,interval = (dr - orr) % 12 if (dr >= 0 and orr >= 0) else None
tools/joint_estimator/adoption_measure_b.py,236,100.0,paired_bootstrap,"draws[name][axis] = 100.0 * num / np.maximum(1.0, den)"
tools/joint_estimator/adoption_measure_b.py,239,2.5,paired_bootstrap,"lo, hi = float(np.percentile(d, 2.5)), float(np.percentile(d, 97.5))"
tools/joint_estimator/adoption_measure_b.py,239,97.5,paired_bootstrap,"lo, hi = float(np.percentile(d, 2.5)), float(np.percentile(d, 97.5))"
tools/joint_estimator/adoption_measure_b.py,551,40,write_summary,"print(""\n"".join(L[:40]))"
tools/joint_estimator/adoption_measure_b.py,143,7,diagnose_setdiff,"interval_class = {0: ""same-root(other-error)"", 7: ""fifth"", 5: ""fourth"", 3: ""minor-third"","
tools/joint_estimator/adoption_measure_b.py,143,5,diagnose_setdiff,"interval_class = {0: ""same-root(other-error)"", 7: ""fifth"", 5: ""fourth"", 3: ""minor-third"","
tools/joint_estimator/adoption_measure_b.py,143,3,diagnose_setdiff,"interval_class = {0: ""same-root(other-error)"", 7: ""fifth"", 5: ""fourth"", 3: ""minor-third"","
tools/joint_estimator/adoption_measure_b.py,144,9,diagnose_setdiff,"9: ""major-sixth"", 4: ""major-third"", 8: ""minor-sixth"", 2: ""whole-tone"","
tools/joint_estimator/adoption_measure_b.py,144,4,diagnose_setdiff,"9: ""major-sixth"", 4: ""major-third"", 8: ""minor-sixth"", 2: ""whole-tone"","
tools/joint_estimator/adoption_measure_b.py,144,8,diagnose_setdiff,"9: ""major-sixth"", 4: ""major-third"", 8: ""minor-sixth"", 2: ""whole-tone"","
tools/joint_estimator/adoption_measure_b.py,144,2,diagnose_setdiff,"9: ""major-sixth"", 4: ""major-third"", 8: ""minor-sixth"", 2: ""whole-tone"","
tools/joint_estimator/adoption_measure_b.py,145,10,diagnose_setdiff,"10: ""minor-seventh"", 1: ""semitone"", 11: ""leading-tone"", 6: ""tritone""}.get("
tools/joint_estimator/adoption_measure_b.py,145,11,diagnose_setdiff,"10: ""minor-seventh"", 1: ""semitone"", 11: ""leading-tone"", 6: ""tritone""}.get("
tools/joint_estimator/adoption_measure_b.py,145,6,diagnose_setdiff,"10: ""minor-seventh"", 1: ""semitone"", 11: ""leading-tone"", 6: ""tritone""}.get("
tools/joint_estimator/adoption_measure_b.py,214,100.0,gt_self_agreement_ceiling,"""ceiling_home_pct"": round(100.0 * home_eq_local / scored, 2) if scored else None,"
tools/joint_estimator/adoption_measure_b.py,215,100.0,gt_self_agreement_ceiling,"""modulated_fraction_pct"": round(100.0 * home_ne_local / scored, 2) if scored else None,"
tools/joint_estimator/adoption_measure_b.py,282,0.02,main,"and abs(pooled[""root_agree_pct""] - man[""root_agree_pct""]) < 0.02),"
tools/joint_estimator/adoption_measure_b.py,319,100.0,main,"""pct_change"": round(100.0 * (cand_cb - ref_cb) / ref_cb, 2),"
tools/joint_estimator/fit_run.py,51,2000,<module-scope>,BOOTSTRAP_B = 2000
tools/joint_estimator/fit_run.py,52,20260719,<module-scope>,BOOTSTRAP_SEED = 20260719
tools/joint_estimator/fit_run.py,56,74.43,<module-scope>,"STEP1_IDENTITY = {""key_local_agree_pct"": 74.43, ""key_home_agree_pct"": 53.67,"
tools/joint_estimator/fit_run.py,56,53.67,<module-scope>,"STEP1_IDENTITY = {""key_local_agree_pct"": 74.43, ""key_home_agree_pct"": 53.67,"
tools/joint_estimator/fit_run.py,57,72.97,<module-scope>,"""root_agree_pct"": 72.97, ""rn_agree_pct"": 59.50}"
tools/joint_estimator/fit_run.py,57,59.5,<module-scope>,"""root_agree_pct"": 72.97, ""rn_agree_pct"": 59.50}"
tools/joint_estimator/fit_run.py,59,77.0,<module-scope>,"PREDICTION_BANDS = {""key_local_agree_pct"": (77.0, 85.0), ""key_home_agree_pct"": (62.0, 75.0),"
tools/joint_estimator/fit_run.py,59,85.0,<module-scope>,"PREDICTION_BANDS = {""key_local_agree_pct"": (77.0, 85.0), ""key_home_agree_pct"": (62.0, 75.0),"
tools/joint_estimator/fit_run.py,59,62.0,<module-scope>,"PREDICTION_BANDS = {""key_local_agree_pct"": (77.0, 85.0), ""key_home_agree_pct"": (62.0, 75.0),"
tools/joint_estimator/fit_run.py,59,75.0,<module-scope>,"PREDICTION_BANDS = {""key_local_agree_pct"": (77.0, 85.0), ""key_home_agree_pct"": (62.0, 75.0),"
tools/joint_estimator/fit_run.py,60,72.0,<module-scope>,"""root_agree_pct"": (72.0, 78.0), ""rn_agree_pct"": (60.0, 68.0)}"
tools/joint_estimator/fit_run.py,60,78.0,<module-scope>,"""root_agree_pct"": (72.0, 78.0), ""rn_agree_pct"": (60.0, 68.0)}"
tools/joint_estimator/fit_run.py,60,60.0,<module-scope>,"""root_agree_pct"": (72.0, 78.0), ""rn_agree_pct"": (60.0, 68.0)}"
tools/joint_estimator/fit_run.py,60,68.0,<module-scope>,"""root_agree_pct"": (72.0, 78.0), ""rn_agree_pct"": (60.0, 68.0)}"
tools/joint_estimator/fit_run.py,178,2,prune_cost,"out[""loss_pp""] = {axis: round(out[""loose""][axis] - out[""tight""][axis], 2) for axis in AXES}"
tools/joint_estimator/fit_run.py,509,118,write_summary,"""-"" * 118]"
tools/joint_estimator/fit_run.py,536,96,write_summary,"L.append(""-"" * 96)"
tools/joint_estimator/fit_run.py,112,2,pooled,"out[axis] = round(100.0 * g[a] / tot, 2) if tot else None"
tools/joint_estimator/fit_run.py,159,4,prune_cost,"for name, (cap, topk) in ((""tight"", (4, 6)), (""loose"", (6, 12))):"
tools/joint_estimator/fit_run.py,159,6,prune_cost,"for name, (cap, topk) in ((""tight"", (4, 6)), (""loose"", (6, 12))):"
tools/joint_estimator/fit_run.py,159,6,prune_cost,"for name, (cap, topk) in ((""tight"", (4, 6)), (""loose"", (6, 12))):"
tools/joint_estimator/fit_run.py,159,12,prune_cost,"for name, (cap, topk) in ((""tight"", (4, 6)), (""loose"", (6, 12))):"
tools/joint_estimator/fit_run.py,320,4,deceptive_cadence_check,"case.drop_prefix), 4)"
tools/joint_estimator/fit_run.py,323,4,deceptive_cadence_check,"""margin"": round(order[0][1] - order[1][1], 4),"
tools/joint_estimator/fit_run.py,388,3,mechanism_report,"""relative_weights_vs_emission"": {k: round(v, 3) for k, v in rel.items()},"
tools/joint_estimator/fit_run.py,100,50,decode_and_grade,if verbose and idx % 50 == 0:
tools/joint_estimator/fit_run.py,139,100.0,bootstrap,"v = 100.0 * num / np.maximum(1.0, den)"
tools/joint_estimator/fit_run.py,141,2,bootstrap,"out[""arms""][name][axis] = {""lo"": round(float(np.percentile(v, 2.5)), 2),"
tools/joint_estimator/fit_run.py,142,2,bootstrap,"""hi"": round(float(np.percentile(v, 97.5)), 2)}"
tools/joint_estimator/fit_run.py,147,2,bootstrap,"""mean"": round(float(d.mean()), 2),"
tools/joint_estimator/fit_run.py,148,2,bootstrap,"""lo"": round(float(np.percentile(d, 2.5)), 2),"
tools/joint_estimator/fit_run.py,149,2,bootstrap,"""hi"": round(float(np.percentile(d, 97.5)), 2),"
tools/joint_estimator/fit_run.py,175,2,prune_cost,"cols[axis] = round(100.0 * g[a] / tot, 2) if tot else None"
tools/joint_estimator/fit_run.py,282,4,cadence_window_report,"""single_event"": {f: round(old[f] / max(1, old[""boundaries""]), 4)"
tools/joint_estimator/fit_run.py,284,4,cadence_window_report,"""four_beat"": {f: round(new[f] / max(1, new[""boundaries""]), 4)"
tools/joint_estimator/fit_run.py,369,3,mechanism_report,"/ max(1, sum(by_key.values())), 3)}"
tools/joint_estimator/fit_run.py,443,2,main,"""vs_step1_identity_pp"": (round(v - STEP1_IDENTITY[axis], 2)"
tools/joint_estimator/fit_run.py,478,3,main,"""timing"": {name: {""mean_s"": round(float(np.mean(a[""timings""])), 3),"
tools/joint_estimator/fit_run.py,479,3,main,"""max_s"": round(float(np.max(a[""timings""])), 3),"
tools/joint_estimator/fit_run.py,112,100.0,pooled,"out[axis] = round(100.0 * g[a] / tot, 2) if tot else None"
tools/joint_estimator/fit_run.py,391,100.0,mechanism_report,"""relative_change_pct"": round(100.0 * (tot[""fitted""] - tot[""identity""])"
tools/joint_estimator/fit_run.py,141,2.5,bootstrap,"out[""arms""][name][axis] = {""lo"": round(float(np.percentile(v, 2.5)), 2),"
tools/joint_estimator/fit_run.py,142,97.5,bootstrap,"""hi"": round(float(np.percentile(v, 97.5)), 2)}"
tools/joint_estimator/fit_run.py,148,2.5,bootstrap,"""lo"": round(float(np.percentile(d, 2.5)), 2),"
tools/joint_estimator/fit_run.py,149,97.5,bootstrap,"""hi"": round(float(np.percentile(d, 97.5)), 2),"
tools/joint_estimator/fit_run.py,175,100.0,prune_cost,"cols[axis] = round(100.0 * g[a] / tot, 2) if tot else None"
tools/joint_estimator/fit_run.py,212,1440,sensitive_cases,"""tick"": {""bwv352"": 1440, ""bwv10.7"": 36000, ""bwv88.7"": 0}.get(stem, 0),"
tools/joint_estimator/fit_run.py,212,36000,sensitive_cases,"""tick"": {""bwv352"": 1440, ""bwv10.7"": 36000, ""bwv88.7"": 0}.get(stem, 0),"
tools/joint_estimator/fit_run.py,235,300,cadence_window_report,"f""{blob.stderr[:300]}"")"
tools/joint_estimator/fit_run.py,593,40,write_summary,"f""monotone {ff['monotone_decrease']}  {ff['status'][:40]}"")"
tools/joint_estimator/fit_run.py,150,2.5,bootstrap,"""excludes_zero"": bool(np.percentile(d, 2.5) > 0 or np.percentile(d, 97.5) < 0)}"
tools/joint_estimator/fit_run.py,150,97.5,bootstrap,"""excludes_zero"": bool(np.percentile(d, 2.5) > 0 or np.percentile(d, 97.5) < 0)}"
tools/joint_estimator/fit_run.py,213,1440,sensitive_cases,"""fitted"": reading(r_f, {""bwv352"": 1440, ""bwv10.7"": 36000, ""bwv88.7"": 0}.get(stem, 0)),"
tools/joint_estimator/fit_run.py,213,36000,sensitive_cases,"""fitted"": reading(r_f, {""bwv352"": 1440, ""bwv10.7"": 36000, ""bwv88.7"": 0}.get(stem, 0)),"
tools/joint_estimator/fit_run.py,214,1440,sensitive_cases,"""identity"": reading(r_i, {""bwv352"": 1440, ""bwv10.7"": 36000, ""bwv88.7"": 0}.get(stem, 0)),"
tools/joint_estimator/fit_run.py,214,36000,sensitive_cases,"""identity"": reading(r_i, {""bwv352"": 1440, ""bwv10.7"": 36000, ""bwv88.7"": 0}.get(stem, 0)),"
tools/joint_estimator/fit_run.py,206,100.0,cols,"return {axis: (round(100.0 * g[a] / (g[a] + g[d]), 1) if (g[a] + g[d]) else None)"
tools/joint_estimator/fit_weights.py,80,4,<module-scope>,SEG_CAP = 4                          # the committed decode configuration (probe_run.SEG_CAP)
tools/joint_estimator/fit_weights.py,679,200,fit,"def fit(training: TrainingSet, lam, x0=None, maxiter=200, verbose=False):"
tools/joint_estimator/fit_weights.py,833,1e-05,establish_gradient,"def establish_gradient(training: TrainingSet, x=None, lam=0.0, eps=1e-5, verbose=True):"
tools/joint_estimator/fit_weights.py,859,6,establish_forward_backward,"def establish_forward_backward(units, ts: TableSet, x=None, k=6):"
tools/joint_estimator/fit_weights.py,884,0.01,<module-scope>,"LAMBDA_GRID = (1e-2, 3e-3, 1e-3, 3e-4)"
tools/joint_estimator/fit_weights.py,884,0.003,<module-scope>,"LAMBDA_GRID = (1e-2, 3e-3, 1e-3, 3e-4)"
tools/joint_estimator/fit_weights.py,884,0.001,<module-scope>,"LAMBDA_GRID = (1e-2, 3e-3, 1e-3, 3e-4)"
tools/joint_estimator/fit_weights.py,884,0.0003,<module-scope>,"LAMBDA_GRID = (1e-2, 3e-3, 1e-3, 3e-4)"
tools/joint_estimator/fit_weights.py,334,4,build_unit,"lat.cand_feat = np.asarray(cand_feat, dtype=np.float64).reshape(-1, 4)"
tools/joint_estimator/fit_weights.py,356,24,build_unit,"ps = np.zeros(24, dtype=np.float64)"
tools/joint_estimator/fit_weights.py,357,24,build_unit,"pinc = np.zeros(24, dtype=np.float64)"
tools/joint_estimator/fit_weights.py,455,24,unit_logZ_and_expect,"K, KC = 24, 24 * lat.C"
tools/joint_estimator/fit_weights.py,135,24,__init__,for ka in range(24):
tools/joint_estimator/fit_weights.py,149,12,kkey,"return (kidx % 12, kidx < 12)"
tools/joint_estimator/fit_weights.py,149,12,kkey,"return (kidx % 12, kidx < 12)"
tools/joint_estimator/fit_weights.py,153,12,kidx_of,return (tonic % 12) if is_major else (tonic % 12) + 12
tools/joint_estimator/fit_weights.py,153,12,kidx_of,return (tonic % 12) if is_major else (tonic % 12) + 12
tools/joint_estimator/fit_weights.py,227,2,gt_path_for_unit,si = labels[i][2]
tools/joint_estimator/fit_weights.py,345,24,build_unit,"cad = np.zeros((n, 24, 4), dtype=np.float64)"
tools/joint_estimator/fit_weights.py,345,4,build_unit,"cad = np.zeros((n, 24, 4), dtype=np.float64)"
tools/joint_estimator/fit_weights.py,347,24,build_unit,for k in range(24):
tools/joint_estimator/fit_weights.py,359,24,build_unit,for k in range(24):
tools/joint_estimator/fit_weights.py,455,24,unit_logZ_and_expect,"K, KC = 24, 24 * lat.C"
tools/joint_estimator/fit_weights.py,846,1e-09,establish_gradient,"rel = np.abs(g - num) / np.maximum(1e-9, np.abs(num))"
tools/joint_estimator/fit_weights.py,121,2,__init__,"self.Lchord = np.empty((2, C, C), dtype=np.float64)"
tools/joint_estimator/fit_weights.py,129,2,__init__,"self.Lentry = np.empty((2, C), dtype=np.float64)"
tools/joint_estimator/fit_weights.py,134,24,__init__,"self.Lkey = np.empty((24, 24), dtype=np.float64)"
tools/joint_estimator/fit_weights.py,134,24,__init__,"self.Lkey = np.empty((24, 24), dtype=np.float64)"
tools/joint_estimator/fit_weights.py,136,24,__init__,for kb in range(24):
tools/joint_estimator/fit_weights.py,153,12,kidx_of,return (tonic % 12) if is_major else (tonic % 12) + 12
tools/joint_estimator/fit_weights.py,602,2,unit_logZ_and_expect,"EF[[WI[x] for x in CAD_W]] = np.einsum(""bk,bkf->f"", mu.sum(axis=2), lat.cad)"
tools/joint_estimator/fit_weights.py,699,1e-11,fit,"options={""maxiter"": maxiter, ""ftol"": 1e-11, ""gtol"": 1e-6})"
tools/joint_estimator/fit_weights.py,699,1e-06,fit,"options={""maxiter"": maxiter, ""ftol"": 1e-11, ""gtol"": 1e-6})"
tools/joint_estimator/fit_weights.py,712,6,fit,"""objective_trace_head"": [round(v, 6) for v in trace[:5]],"
tools/joint_estimator/fit_weights.py,713,6,fit,"""objective_trace_tail"": [round(v, 6) for v in trace[-5:]],"
tools/joint_estimator/fit_weights.py,830,1e-06,establish_viterbi_parity,"return {""rows"": rows, ""max_abs_delta"": worst, ""pass"": bool(worst < 1e-6)}"
tools/joint_estimator/fit_weights.py,845,2,establish_gradient,num[i] = (fp - fm) / (2 * eps)
tools/joint_estimator/fit_weights.py,852,1e-06,establish_gradient,"""pass"": bool(np.max(np.abs(g - num)) < 1e-6)}"
tools/joint_estimator/fit_weights.py,142,12,__init__,"self.kmode = np.array([0] * 12 + [1] * 12, dtype=np.int64)"
tools/joint_estimator/fit_weights.py,142,12,__init__,"self.kmode = np.array([0] * 12 + [1] * 12, dtype=np.int64)"
tools/joint_estimator/fit_weights.py,229,2,gt_path_for_unit,while j + 1 < hi and labels[j + 1][2] == si:
tools/joint_estimator/fit_weights.py,631,12,unit_logZ_and_expect,"for mi, sl in ((0, slice(0, 12)), (1, slice(12, 24))):"
tools/joint_estimator/fit_weights.py,631,12,unit_logZ_and_expect,"for mi, sl in ((0, slice(0, 12)), (1, slice(12, 24))):"
tools/joint_estimator/fit_weights.py,631,24,unit_logZ_and_expect,"for mi, sl in ((0, slice(0, 12)), (1, slice(12, 24))):"
tools/joint_estimator/fit_weights.py,795,40,build_units,if verbose and idx % 40 == 0:
tools/joint_estimator/fit_weights.py,823,6,establish_viterbi_parity,"rows.append({""stem"": stem, ""decoder_score"": round(r.total_score, 6),"
tools/joint_estimator/fit_weights.py,824,6,establish_viterbi_parity,"""lattice_maxplus"": round(best, 6),"
tools/joint_estimator/fit_weights.py,825,9,establish_viterbi_parity,"""delta"": round(best - r.total_score, 9)})"
tools/joint_estimator/fit_weights.py,866,8,establish_forward_backward,"rows.append({""stem"": u.stem, ""span"": [u.lo, u.hi], ""logZ_forward"": round(lz, 8),"
tools/joint_estimator/fit_weights.py,867,8,establish_forward_backward,"""logZ_backward"": round(lzb, 8), ""delta"": round(lzb - lz, 10),"
tools/joint_estimator/fit_weights.py,867,10,establish_forward_backward,"""logZ_backward"": round(lzb, 8), ""delta"": round(lzb - lz, 10),"
tools/joint_estimator/fit_weights.py,868,6,establish_forward_backward,"""gt_path_score"": round(float(u.F_gt @ x), 6),"
tools/joint_estimator/fit_weights.py,869,6,establish_forward_backward,"""logZ_minus_gt"": round(lz - float(u.F_gt @ x), 6)})"
tools/joint_estimator/fit_weights.py,138,24,__init__,"self.Lstay = np.array([self.Lkey[k, k] for k in range(24)], dtype=np.float64)"
tools/joint_estimator/fit_weights.py,578,12,unit_logZ_and_expect,"for mi, sl in ((0, slice(0, 12)), (1, slice(12, 24))):"
tools/joint_estimator/fit_weights.py,578,12,unit_logZ_and_expect,"for mi, sl in ((0, slice(0, 12)), (1, slice(12, 24))):"
tools/joint_estimator/fit_weights.py,578,24,unit_logZ_and_expect,"for mi, sl in ((0, slice(0, 12)), (1, slice(12, 24))):"
tools/joint_estimator/fit_weights.py,676,2.0,nll_and_grad,"return tot / T + lam * float(d @ d), gsum / T + 2.0 * lam * d"
tools/joint_estimator/fit_weights.py,712,5,fit,"""objective_trace_head"": [round(v, 6) for v in trace[:5]],"
tools/joint_estimator/fit_weights.py,490,12,trans_in,"for mi, sl in ((0, slice(0, 12)), (1, slice(12, 24))):"
tools/joint_estimator/fit_weights.py,490,12,trans_in,"for mi, sl in ((0, slice(0, 12)), (1, slice(12, 24))):"
tools/joint_estimator/fit_weights.py,490,24,trans_in,"for mi, sl in ((0, slice(0, 12)), (1, slice(12, 24))):"
tools/joint_estimator/fit_weights.py,493,12,trans_in,"for mi, sl in ((0, slice(0, 12)), (1, slice(12, 24))):"
tools/joint_estimator/fit_weights.py,493,12,trans_in,"for mi, sl in ((0, slice(0, 12)), (1, slice(12, 24))):"
tools/joint_estimator/fit_weights.py,493,24,trans_in,"for mi, sl in ((0, slice(0, 12)), (1, slice(12, 24))):"
tools/joint_estimator/fit_weights.py,710,1e-12,fit,"""monotone_decrease"": bool(all(trace[i + 1] <= trace[i] + 1e-12 for i in range(len(trace) - 1))),"
tools/joint_estimator/fit_weights.py,713,5,fit,"""objective_trace_tail"": [round(v, 6) for v in trace[-5:]],"
tools/joint_estimator/fit_weights.py,872,1e-06,establish_forward_backward,"""gt_within_Z"": bool(all(r[""logZ_minus_gt""] >= -1e-6 for r in rows))}"
tools/joint_estimator/fit_weights.py,931,8,run_fit,"TrainingSet(units[:8], ts, ""gradcheck""), verbose=verbose)"
tools/joint_estimator/gen_content_dp_split.py,61,4,<module-scope>,SEG_CAP = 4
tools/joint_estimator/gen_content_dp_split.py,101,3,main,"ap.add_argument(""--stride"", type=int, default=3, help=""sample every Nth name-sorted stem (default 3)"")"
tools/joint_estimator/gen_content_dp_split.py,147,1e-09,main,"score_ok = abs(res.total_score - parity_sel[stem][""total_score""]) < 1e-9"
tools/joint_estimator/gen_content_dp_split.py,217,100,main,"f""{100*(agg['content_frac_pooled'] or 0):.1f}%  DP = """
tools/joint_estimator/gen_content_dp_split.py,218,100,main,"f""{100*(1-(agg['content_frac_pooled'] or 0)):.1f}%  """
tools/joint_estimator/gen_content_dp_split.py,219,100,main,"f""(per-piece content frac range {100*(agg['content_frac_min'] or 0):.1f}"""
tools/joint_estimator/gen_content_dp_split.py,220,100,main,"f""-{100*(agg['content_frac_max'] or 0):.1f}%)"")"
tools/joint_estimator/gen_content_dp_split.py,146,2,main,"exp = [(seg[0], seg[1], seg[2], seg[3], seg[4]) for seg in parity_sel[stem][""segments""]]"
tools/joint_estimator/gen_content_dp_split.py,146,3,main,"exp = [(seg[0], seg[1], seg[2], seg[3], seg[4]) for seg in parity_sel[stem][""segments""]]"
tools/joint_estimator/gen_content_dp_split.py,146,4,main,"exp = [(seg[0], seg[1], seg[2], seg[3], seg[4]) for seg in parity_sel[stem][""segments""]]"
tools/joint_estimator/gen_content_dp_split.py,166,100,main,"f""content={content:7.3f}s ({100*content/total:4.1f}%) dp={dp:7.3f}s """
tools/joint_estimator/gen_content_dp_split.py,173,3,main,"f""NOT on the production decode for them: {stops[:3]}"", file=sys.stderr)"
tools/joint_estimator/gen_count_inventory.py,57,2.0,<module-scope>,UNPARSEABLE_STOP_PCT = 2.0             # ratified establishment check (ii)
tools/joint_estimator/gen_count_inventory.py,137,12,_cof_distance,"ca, cb = (a * 7) % 12, (b * 7) % 12"
tools/joint_estimator/gen_count_inventory.py,137,12,_cof_distance,"ca, cb = (a * 7) % 12, (b * 7) % 12"
tools/joint_estimator/gen_count_inventory.py,139,12,_cof_distance,"return min(d, 12 - d)"
tools/joint_estimator/gen_count_inventory.py,464,6,_analysis_excerpt,if len(lines) >= 6:
tools/joint_estimator/gen_count_inventory.py,482,4,main,check_stems = [s for s in check_stems if s in covered][:4]
tools/joint_estimator/gen_count_inventory.py,137,7,_cof_distance,"ca, cb = (a * 7) % 12, (b * 7) % 12"
tools/joint_estimator/gen_count_inventory.py,137,7,_cof_distance,"ca, cb = (a * 7) % 12, (b * 7) % 12"
tools/joint_estimator/gen_count_inventory.py,146,12,_key_change_kind,if fmaj and not tmaj and tt == (ft + 9) % 12:      # major -> its relative minor
tools/joint_estimator/gen_count_inventory.py,148,12,_key_change_kind,if (not fmaj) and tmaj and tt == (ft + 3) % 12:    # minor -> its relative major
tools/joint_estimator/gen_count_inventory.py,263,100.0,run,unparse_pct = 100.0 * total_unparse_all / total_labels_all if total_labels_all else 0.0
tools/joint_estimator/gen_count_inventory.py,319,15,run,"""raw_label_histogram"": hist_block(raw_hist, top_n=15),"
tools/joint_estimator/gen_count_inventory.py,328,4,run,"""rate_pct"": round(unparse_pct, 4),"
tools/joint_estimator/gen_count_inventory.py,146,9,_key_change_kind,if fmaj and not tmaj and tt == (ft + 9) % 12:      # major -> its relative minor
tools/joint_estimator/gen_count_inventory.py,148,3,_key_change_kind,if (not fmaj) and tmaj and tt == (ft + 3) % 12:    # minor -> its relative major
tools/joint_estimator/gen_count_inventory.py,321,15,run,"**hist_block(norm_hist, top_n=15),"
tools/joint_estimator/gen_count_inventory.py,339,12,run,"""examples"": gap_halfdim.most_common(12),"
tools/joint_estimator/gen_count_inventory.py,344,12,run,"""examples"": gap_seventh_as_triad.most_common(12),"
tools/joint_estimator/gen_count_inventory.py,352,15,run,"""major"": hist_block(trans_major, top_n=15),"
tools/joint_estimator/gen_count_inventory.py,353,15,run,"""minor"": hist_block(trans_minor, top_n=15),"
tools/joint_estimator/gen_count_inventory.py,369,15,run,"**hist_block(entry_hist, top_n=15),"
tools/joint_estimator/gen_count_inventory.py,383,4,run,"""rate_pct"": round(unparse_pct, 4),"
tools/joint_estimator/gen_count_inventory.py,259,14,run,"""first_labels"": seq[:14],"
tools/joint_estimator/gen_decode_parity_ref.py,30,4,<module-scope>,SEG_CAP = 4
tools/joint_estimator/gen_decode_parity_ref.py,67,40,_decode_all,if idx % 40 == 0:
tools/joint_estimator/gen_embedded_tables.py,66,2048,<module-scope>,CHUNK_BYTES = 2048
tools/joint_estimator/gen_embedded_tables.py,69,34,<module-scope>,"0x22: '\\""',    # """
tools/joint_estimator/gen_embedded_tables.py,70,92,<module-scope>,"0x5c: '\\\\',   # backslash"
tools/joint_estimator/gen_embedded_tables.py,71,10,<module-scope>,"0x0a: '\\n',    # LF"
tools/joint_estimator/gen_embedded_tables.py,72,13,<module-scope>,"0x0d: '\\r',    # CR"
tools/joint_estimator/gen_embedded_tables.py,73,9,<module-scope>,"0x09: '\\t',    # HT"
