file,tag,reason
src/composing/tests/engravingbridge_branch_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/environment.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/forwardoverride_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functioncadence_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functionlayer_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functionmodulation_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functionoutput_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functionprogression_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functionrelationallabel_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functionresolver_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functionromannumeral_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/gater_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/grouping_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/harmonicvocabulary_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/inference_presentation_boundary_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/joint_adapter_tests.cpp,JOINT-TEST,joint module test — P4 characterization input (file-level)
src/composing/tests/joint_decoder_tests.cpp,JOINT-TEST,joint module test — P4 characterization input (file-level)
src/composing/tests/joint_embedded_tests.cpp,CODEGEN-GUARD,"the CODEGEN DRIFT GUARD — asserts the generated jointembeddedartifacts bytes equal the committed artifacts (LF-normalized, OI-195); file-level (dispatch area c)"
src/composing/tests/joint_modal_tests.cpp,JOINT-TEST,joint module test — P4 characterization input (file-level)
src/composing/tests/joint_primitives_tests.cpp,JOINT-TEST,joint module test — P4 characterization input (file-level)
src/composing/tests/joint_producer_tests.cpp,JOINT-TEST,joint module test — P4 characterization input (file-level)
src/composing/tests/joint_record_tests.cpp,JOINT-TEST,joint module test — P4 characterization input (file-level)
src/composing/tests/joint_slice_tests.cpp,JOINT-TEST,joint module test — P4 characterization input (file-level)
src/composing/tests/joint_spelling_tests.cpp,JOINT-TEST,joint module test — P4 characterization input (file-level)
src/composing/tests/joint_tables_tests.cpp,JOINT-TEST,joint module test — P4 characterization input (file-level)
src/composing/tests/jointkeydecision_tests.cpp,JOINT-TEST,joint (key-decision) test — P4 characterization input (file-level)
src/composing/tests/keymode_branch_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/keymodeanalyzer_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/l3_coverage_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/localmodulationdetector_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/modepriorpresets_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/nashville_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/note_model_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/note_notated_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/paramoverride_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/phraseboundaryview_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/postscoringgates_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/progressionrecognizer_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/reachback_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/regionanalysis_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/section_record_adapter_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/slicer_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/spellingview_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/synthetic_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/test_helpers.h,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/tonicizationlabeler_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/tuning_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/verify_chord_track.py,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/voiceleading_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/notation/internal/notationcomposingbridge.cpp,RECORD-SEAM,"record-arm consumer / shared bridge (OI-199 area b) — largely LEGACY-ARM/SHARED, only the record-arm rows are in scope; per-row arm split is a deep-pass task"
src/notation/internal/notationcomposingbridge.h,RECORD-SEAM,"record-arm consumer / shared bridge (OI-199 area b) — largely LEGACY-ARM/SHARED, only the record-arm rows are in scope; per-row arm split is a deep-pass task"
src/notation/internal/notationcomposingbridgehelpers.cpp,RECORD-SEAM,"record-arm consumer / shared bridge (OI-199 area b) — largely LEGACY-ARM/SHARED, only the record-arm rows are in scope; per-row arm split is a deep-pass task"
src/notation/internal/notationcomposingbridgehelpers.h,RECORD-SEAM,"record-arm consumer / shared bridge (OI-199 area b) — largely LEGACY-ARM/SHARED, only the record-arm rows are in scope; per-row arm split is a deep-pass task"
src/notation/internal/notationimplodebridge.cpp,RECORD-SEAM,"record-arm consumer / shared bridge (OI-199 area b) — largely LEGACY-ARM/SHARED, only the record-arm rows are in scope; per-row arm split is a deep-pass task"
src/notation/internal/notationimplodebridge.h,RECORD-SEAM,"record-arm consumer / shared bridge (OI-199 area b) — largely LEGACY-ARM/SHARED, only the record-arm rows are in scope; per-row arm split is a deep-pass task"
src/notation/internal/notationtuningbridge.cpp,RECORD-SEAM,"record-arm consumer / shared bridge (OI-199 area b) — largely LEGACY-ARM/SHARED, only the record-arm rows are in scope; per-row arm split is a deep-pass task"
src/notation/internal/notationtuningbridge.h,RECORD-SEAM,"record-arm consumer / shared bridge (OI-199 area b) — largely LEGACY-ARM/SHARED, only the record-arm rows are in scope; per-row arm split is a deep-pass task"
src/notation/internal/notationaccessibility.cpp,RECORD-SEAM,"record-arm consumer / shared bridge (OI-199 area b) — largely LEGACY-ARM/SHARED, only the record-arm rows are in scope; per-row arm split is a deep-pass task"
src/notation/internal/notationaccessibility.h,RECORD-SEAM,"record-arm consumer / shared bridge (OI-199 area b) — largely LEGACY-ARM/SHARED, only the record-arm rows are in scope; per-row arm split is a deep-pass task"
tools/joint_estimator/adoption_measure.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/adoption_measure_b.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/fit_run.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/fit_weights.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_content_dp_split.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_count_inventory.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_decode_parity_ref.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_embedded_tables.py,CODEGEN,"the EMBEDDED-TABLE SOURCE GENERATOR (Decision D1) — turns the committed fitted artifacts into the compiled-in jointembeddedartifacts.{h,cpp}; deep (area c)"
tools/joint_estimator/gen_factor_presence.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_fermata_boundary.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_fold_assignment.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_input_parity.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_label_tables.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_marginals_ref.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_mode_marginal.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_note_events.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_note_tables.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_posterior_slice.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_spelling_establishment.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_window_study.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/gen_wir_alignment_probe.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/normalize.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/probe_decoder.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/probe_desksim.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/probe_run.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/search_direct.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/joint_estimator/search_run.py,INSTRUMENT-JOINT,joint-estimator instrument (fitting / parity / probe / codegen-source generator) — deep (area d)
tools/notation_seams/analyze_cost_profile.py,INSTRUMENT-SEAMS,notation-seams instrument (call-path facts / dual-arm classify / cost profile / golden reconcile) — deep (area d)
tools/notation_seams/choose_exposure_constants.py,INSTRUMENT-SEAMS,notation-seams instrument (call-path facts / dual-arm classify / cost profile / golden reconcile) — deep (area d)
tools/notation_seams/classify_dualarm.py,INSTRUMENT-SEAMS,notation-seams instrument (call-path facts / dual-arm classify / cost profile / golden reconcile) — deep (area d)
tools/notation_seams/gen_callpath_facts.py,INSTRUMENT-SEAMS,notation-seams instrument (call-path facts / dual-arm classify / cost profile / golden reconcile) — deep (area d)
tools/notation_seams/gen_editing_cycle.py,INSTRUMENT-SEAMS,notation-seams instrument (call-path facts / dual-arm classify / cost profile / golden reconcile) — deep (area d)
tools/notation_seams/gen_ground_truth_inventory.py,INSTRUMENT-SEAMS,notation-seams instrument (call-path facts / dual-arm classify / cost profile / golden reconcile) — deep (area d)
tools/notation_seams/reconcile_switch_goldens.py,INSTRUMENT-SEAMS,notation-seams instrument (call-path facts / dual-arm classify / cost profile / golden reconcile) — deep (area d)
