kind,file,ident,line,verdict_class,verdict,reason
file,src/composing/tests/data/nm_slice_ineligible.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_slice_ineligible.musicxml,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_slice_passing.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_slice_passing.musicxml,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_slice_release.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_slice_release.musicxml,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_slice_rest.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_slice_rest.musicxml,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_solid_theory.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_staff_eligibility.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_staff_eligibility.musicxml,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_tie_chain.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_tie_chain.musicxml,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_two_staff.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_two_staff.musicxml,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_unison.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/nm_unison.musicxml,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/organ-sonata-n1-in-e-flat-major-bwv-525-i-allegro.mxl,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/pb_chorale.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/reachback_anchor.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/reachback_anchor.musicxml,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/s1c_a_minor_amb.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/s1c_c_major.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/s1c_c_minor.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/s1c_g_dom7.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/s1c_g_minor.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/s1c_modulation_cg.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/s1c_modulation_cg.musicxml,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/s1c_partial_cm.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/s1c_seg_absorb.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/s1c_seg_changes.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/s1c_seg_merge.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/s1c_unison_c.mscx,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/data/solid theory.musicxml,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/decode_chord_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/decode_keymode_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/decode_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/diagnose_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/engravingbridge_branch_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/environment.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/forwardoverride_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/functioncadence_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/functionlayer_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/functionmodulation_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/functionoutput_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/functionprogression_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/functionrelationallabel_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/functionresolver_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/functionromannumeral_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/gater_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/grouping_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/harmonicvocabulary_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/jointkeydecision_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/keymode_branch_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/keymodeanalyzer_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/l3_coverage_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/localmodulationdetector_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/modepriorpresets_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/nashville_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/note_model_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/paramoverride_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/phraseboundaryview_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/postscoringgates_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/progressionrecognizer_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/reachback_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/regionanalysis_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/slicer_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/spellingview_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/synthetic_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/test_helpers.h,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/tonicizationlabeler_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/tuning_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/verify_chord_track.py,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
file,src/composing/tests/voiceleading_tests.cpp,L3+,,SCOPE,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
function,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,isEligible,61,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,collectVoiceLines,70,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,collectMarkerTicks,98,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,changeRatio,222,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,localChangeProfile,231,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,maxNormalizeInPlace,243,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,pickPeaks,257,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,computePhraseBoundaryProfile,285,CODE,SURVIVES,fire=DORMANT — production fire-rate 0 — batch diagnostics + gated-off joint-key only
function,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,phraseBoundaryTicks,461,CODE,SURVIVES,"fire=DORMANT — production fire-rate 0 — diagnostic/gated consumers only (declared dormancy, L5 engage)"
function,src/composing/analysis/engravingbridge/regiontonecollector.cpp,weightedPcView,45,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/regiontonecollector.cpp,collectRegionTones,397,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/regiontonecollector.h,isChordTrackStaff,73,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/regiontonecollector.h,staffIsEligible,92,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,soundingAt,47,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,collectSoundingAt,91,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,buildTones,102,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,collectPitchContext,124,CODE,RETIRES,fire=LIVE — legacy DOM-walk key-context builder — retires R5 with the legacy key resolver (seed S2); pitchContextOverSpan is the survivor
function,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,beatWeightForOnsetTick,210,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,pitchContextOverSpan,218,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,detectOnsetSubBoundaries,280,CODE,RETIRES,fire=COND — L2-legacy Pass-2 Jaccard sub-boundary — retires R6; exposed via bridge pass-through
function,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,detectBassMovementSubBoundaries,371,CODE,RETIRES,fire=COND — L2-legacy Pass-2b bass-movement sub-boundary — retires R6; exposed via bridge pass-through
function,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,findTemporalContext,452,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/engravingbridge/spellingview.cpp,lineOfFifths,36,CODE,SURVIVES,fire=DORMANT — production fire-rate 0 — only the dormant L4 spelling-pin (chordslicedecoder:610) + tests
function,src/composing/analysis/engravingbridge/spellingview.cpp,sharpFlatSense,44,CODE,SURVIVES,fire=DORMANT — ZERO consumers (Phase-B) — declared dormancy
function,src/composing/analysis/engravingbridge/spellingview.cpp,spanSpelling,53,CODE,SURVIVES,fire=DORMANT — ZERO consumers anywhere (Phase-B L3 key-spelling term) — declared dormancy
function,src/composing/analysis/notemodel/note_model.cpp,makeEvent,47,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.cpp,scoreSpan,75,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.cpp,build,89,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.cpp,build,99,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.cpp,rebuildForLoadedSpan,118,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.cpp,extend,204,CODE,SURVIVES,"fire=DORMANT — production fire-rate 0 — only the dormant L4 decoder reach-back + tests call it (declared dormancy, Phase-3 reach-back)"
function,src/composing/analysis/notemodel/note_model.cpp,build,241,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.cpp,onsetLowerBound,272,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.cpp,overlapIndices,278,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.cpp,collect,286,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.cpp,overlapping,307,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.cpp,onsetIn,327,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.h,score,196,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.h,notes,197,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.h,loadedStart,199,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.h,loadedEnd,200,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.h,selectionStart,201,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.h,selectionEnd,202,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.h,scoreStart,207,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.h,scoreEnd,208,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/notemodel/note_model.h,boundaryReached,210,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/scoreharvest/metricweights.cpp,beatTypeToWeight,39,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/scoreharvest/metricweights.cpp,safeBeatType,55,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/scoreharvest/metricweights.cpp,regionMetricWeightForBeatType,73,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/scoreharvest/metricweights.cpp,beatTypeForOnsetTick,86,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/scoreharvest/metricweights.cpp,regionMetricWeightForOnsetTick,105,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/scoreharvest/metricweights.cpp,timeDecay,110,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/scoreharvest/metricweights.cpp,distinctPitchClasses,115,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/scoreharvest/metricweights.cpp,buildPedalWindowIndex,131,CODE,SURVIVES-MIXED,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
function,src/composing/analysis/slicing/slicer.cpp,changePointSlices,29,CODE,SURVIVES,fire=LIVE (spine/derived-view) — SURVIVES; premise = file-level; no separate premise
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,225,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=changeRatio)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,226,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=changeRatio)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,234,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=localChangeProfile)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,236,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=localChangeProfile)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,237,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=localChangeProfile)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,245,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=maxNormalizeInPlace)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,249,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=maxNormalizeInPlace)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,264,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=pickPeaks)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,264,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=pickPeaks)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,270,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=pickPeaks)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,315,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=computePhraseBoundaryProfile)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,315,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=computePhraseBoundaryProfile)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,315,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=computePhraseBoundaryProfile)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,339,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=computePhraseBoundaryProfile)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,345,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=computePhraseBoundaryProfile)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,366,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=computePhraseBoundaryProfile)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,398,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=computePhraseBoundaryProfile)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,1.0,400,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=computePhraseBoundaryProfile)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,0.0,430,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=computePhraseBoundaryProfile)
literal,src/composing/analysis/engravingbridge/phraseboundaryview.h,0.50,85,CONST,UNFIT,"in_manifest=True — wGap — precision-phase, IN param_manifest (func=<file-scope>)"
literal,src/composing/analysis/engravingbridge/phraseboundaryview.h,0.30,86,CONST,UNFIT,"in_manifest=True — wInterOnset — precision-phase, IN param_manifest (func=<file-scope>)"
literal,src/composing/analysis/engravingbridge/phraseboundaryview.h,0.20,87,CONST,UNFIT,"in_manifest=True — wPitch — precision-phase, IN param_manifest (func=<file-scope>)"
literal,src/composing/analysis/engravingbridge/phraseboundaryview.h,1.0,91,CONST,UNFIT,"in_manifest=False — k (Simple-Picker SD offset) — precision-phase, NOT in manifest (func=<file-scope>)"
literal,src/composing/analysis/engravingbridge/phraseboundaryview.h,0.0,103,CONST,UNFIT,"in_manifest=False — coincidenceWeight default-off — precision-phase, NOT in manifest (func=<file-scope>)"
literal,src/composing/analysis/engravingbridge/phraseboundaryview.h,240,107,CONST,UNFIT,"in_manifest=False — minSilenceTicks — precision-phase, NOT in manifest (and a raw tick, not DIVISION-derived) (func=<file-scope>)"
literal,src/composing/analysis/engravingbridge/phraseboundaryview.h,1.5,114,CONST,UNFIT,"in_manifest=True — spikeCeilingFactor — precision-phase, IN param_manifest (func=<file-scope>)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,0.0,87,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=weightedPcView)
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,12,94,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,12,96,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,0.0,104,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=weightedPcView)
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,12,143,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,4,151,CONST,ESTABLISHED,in_manifest=False — 4 = quarters-per-whole / 4-whole-note window (metric FACT) (func=weightedPcView)
