file,loc,kind,name,population,verdict_class,verdict,in_param_manifest,flagged,rationale
src/composing/analysis/chord/chordanalyzer.cpp,628,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[nonBassAdjustment] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,631,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[nonBassAdjustment] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,633,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[nonBassAdjustment] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,637,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[nonBassAdjustment] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,641,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[nonBassAdjustment] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,642,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,[nonBassAdjustment] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,642,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,[nonBassAdjustment] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,648,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[nonBassAdjustment] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,656,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[structuralPenalties] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,657,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[structuralPenalties] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,661,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[structuralPenalties] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,674,literal,5,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[structuralPenalties] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,676,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,677,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,677,literal,6,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,679,literal,5,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,679,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,688,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,689,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,689,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,691,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,691,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,692,literal,0.05,SURVIVES-oracle,constant,ESTABLISHED,no,yes,"[structuralPenalties] inline extension/presence threshold (0.05) -- hand-set, NOT override-registered, some duplicate kBassSupportPresenceThreshold/kWCompletePresenceThreshold (0.05); documented in-comment."
src/composing/analysis/chord/chordanalyzer.cpp,700,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,701,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,701,literal,11,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,703,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,703,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,704,literal,0.05,SURVIVES-oracle,constant,ESTABLISHED,no,yes,"[structuralPenalties] inline extension/presence threshold (0.05) -- hand-set, NOT override-registered, some duplicate kBassSupportPresenceThreshold/kWCompletePresenceThreshold (0.05); documented in-comment."
src/composing/analysis/chord/chordanalyzer.cpp,714,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,715,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,715,literal,6,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,717,literal,6,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,717,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,721,literal,6,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[structuralPenalties] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,725,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,725,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[structuralPenalties] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,726,literal,0.05,SURVIVES-oracle,constant,ESTABLISHED,no,yes,"[structuralPenalties] inline extension/presence threshold (0.05) -- hand-set, NOT override-registered, some duplicate kBassSupportPresenceThreshold/kWCompletePresenceThreshold (0.05); documented in-comment."
src/composing/analysis/chord/chordanalyzer.cpp,733,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[structuralPenalties] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,744,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[tpcConsistencyBonus] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,753,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[bassRootBonusMultiplier] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,762,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,[bassRootBonusMultiplier] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,762,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[bassRootBonusMultiplier] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,766,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,[bassRootBonusMultiplier] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,766,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[bassRootBonusMultiplier] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,772,literal,6,SURVIVES-oracle,constant,ESTABLISHED,na,no,[bassRootBonusMultiplier] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,772,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,[bassRootBonusMultiplier] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,772,literal,8,SURVIVES-oracle,constant,ESTABLISHED,na,no,[bassRootBonusMultiplier] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,777,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,[bassRootBonusMultiplier] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,781,literal,1.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[bassRootBonusMultiplier] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,787,literal,1.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[bassRootBonusMultiplier] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,795,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[bassRootBonusMultiplier] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,795,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[bassRootBonusMultiplier] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,804,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[templateHasMatchingThird] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,808,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateHasMatchingThird] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,808,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateHasMatchingThird] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,809,literal,0.05,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateHasMatchingThird] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,815,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[templateHasMatchingFifth] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,819,literal,6,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateHasMatchingFifth] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,819,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateHasMatchingFifth] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,819,literal,8,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateHasMatchingFifth] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,820,literal,0.05,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateHasMatchingFifth] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,827,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[qualifiesForCompleteTriadInversionBonus] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,830,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[qualifiesForCompleteTriadInversionBonus] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,853,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[supportsContextualInversionBonuses] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,870,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[appliedBassRootBonus] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,874,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[appliedBassRootBonus] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,897,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[diatonicRootContribution] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,902,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[diatonicRootContribution] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,906,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[diatonicRootContribution] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,943,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[buildChordResult] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,944,literal,0.05,SURVIVES-oracle,constant,ESTABLISHED,no,yes,"[buildChordResult] inline extension/presence threshold (0.05) -- hand-set, NOT override-registered, some duplicate kBassSupportPresenceThreshold/kWCompletePresenceThreshold (0.05); documented in-comment."
src/composing/analysis/chord/chordanalyzer.cpp,948,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[buildChordResult] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,950,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[buildChordResult] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,951,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[buildChordResult] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,951,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[buildChordResult] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,951,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[buildChordResult] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,952,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,952,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,952,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,952,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,952,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,952,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,952,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,952,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,952,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,978,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,978,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,978,literal,0.2,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,979,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,979,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,979,literal,0.2,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,993,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1002,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[buildChordResult] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1003,literal,0.2,SURVIVES-oracle,constant,ESTABLISHED,no,yes,"[buildChordResult] inline extension/presence threshold (0.2) -- hand-set, NOT override-registered, some duplicate kBassSupportPresenceThreshold/kWCompletePresenceThreshold (0.05); documented in-comment."
src/composing/analysis/chord/chordanalyzer.cpp,1008,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1027,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1027,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[buildChordResult] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1041,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[deriveChordExtensions] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1043,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[deriveChordExtensions] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1047,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[deriveChordExtensions] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1056,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,[deriveChordExtensions] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1056,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[deriveChordExtensions] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1075,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1078,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1081,literal,0.1,SURVIVES-oracle,constant,ESTABLISHED,no,yes,"[analyzeChord] inline extension/presence threshold (0.1) -- hand-set, NOT override-registered, some duplicate kBassSupportPresenceThreshold/kWCompletePresenceThreshold (0.05); documented in-comment."
src/composing/analysis/chord/chordanalyzer.cpp,1082,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1142,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1144,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1145,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1146,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1164,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1190,literal,0.05,SURVIVES-oracle,constant,ESTABLISHED,no,yes,"[analyzeChord] inline extension/presence threshold (0.05) -- hand-set, NOT override-registered, some duplicate kBassSupportPresenceThreshold/kWCompletePresenceThreshold (0.05); documented in-comment."
src/composing/analysis/chord/chordanalyzer.cpp,1193,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1194,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1195,literal,60,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1198,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1199,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1231,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1248,literal,0.05,SURVIVES-oracle,constant,ESTABLISHED,no,yes,"[analyzeChord] inline extension/presence threshold (0.05) -- hand-set, NOT override-registered, some duplicate kBassSupportPresenceThreshold/kWCompletePresenceThreshold (0.05); documented in-comment."
src/composing/analysis/chord/chordanalyzer.cpp,1268,literal,60,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1268,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1306,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateIntervalsVec] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1307,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateIntervalsVec] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1307,literal,5,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateIntervalsVec] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1308,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateIntervalsVec] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1308,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateIntervalsVec] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1308,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateIntervalsVec] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1309,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateIntervalsVec] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1309,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateIntervalsVec] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1309,literal,6,SURVIVES-oracle,constant,ESTABLISHED,na,no,[templateIntervalsVec] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
