kind,file,line,ident,context,population,verdict,fire_route,in_param_manifest,notes
field,src/composing/analysis/chord/chordslicedecoder.h,420,OpenQuestionLabel.readingA,ChordSliceCandidate readingA;     ///< the chosen / top reading (valid when question != None),L4-DECODER,PUBLISHED,n/a,,PUBLISHED on the SliceChord.openQuestion DTO (the chosen/top reading of the pair); consumer = the future L5 abstain-resolution (selects among carried readings) — declared dormancy. Not individually serialized by the current diagnostics (question+ambiguity strings only).
field,src/composing/analysis/chord/chordslicedecoder.h,421,OpenQuestionLabel.readingB,ChordSliceCandidate readingB;     ///< the best DIFFERENT competing reading (valid when hasReadingB),L4-DECODER,PUBLISHED,n/a,,PUBLISHED on the DTO (the best-different competing reading); consumer = future L5. Declared dormancy.
field,src/composing/analysis/chord/chordslicedecoder.h,422,OpenQuestionLabel.hasReadingB,bool hasReadingB = false;         ///< false when no different reading exists (e.g. an empty/insufficient slice),L4-DECODER,PUBLISHED,n/a,,PUBLISHED on the DTO (false when no different reading exists — e.g. an empty/insufficient slice). Consumer = future L5.
field,src/composing/analysis/chord/chordslicedecoder.h,423,OpenQuestionLabel.contestedPc,int contestedPc = -1;             ///< NoteMembership: the contested pc (else -1; reserved this increment),L4-DECODER,SILOED,n/a,,"RESERVED / NEVER POPULATED this increment (always -1; OpenQuestion::NoteMembership is never produced). Declared reserved in the header for a future NoteMembership open-question -> declared dormancy, NOT waste. FINDING (record): a reserved field + enum value with no producer this increment."
field,src/composing/analysis/chord/chordslicedecoder.h,428,SliceChord.sliceIndex,int sliceIndex = 0;                            ///< index into the slice vector,L4-DECODER,PUBLISHED,n/a,,PUBLISHED: indexes the emitted region back to the slice vector.
field,src/composing/analysis/chord/chordslicedecoder.h,429,SliceChord.hasChord,bool hasChord = false;                         ///< false = no committed chord (empty/sub-gate slice OR an abstain),L4-DECODER,PUBLISHED,n/a,,PUBLISHED (--decode-chords + fullspine): hasChord (Commit+Inherit=37.4% / abstain 62.6%).
field,src/composing/analysis/chord/chordslicedecoder.h,430,SliceChord.chosen,ChordSliceCandidate chosen;                    ///< the decided chord (root + quality + bass/inversion); on Inherit = the prevailing chord,L4-DECODER,PUBLISHED,n/a,,PUBLISHED (--decode-chords + fullspine): the committed/inherited chord (root+quality+bass) + carry.
field,src/composing/analysis/chord/chordslicedecoder.h,431,SliceChord.alternatives,"std::vector<ChordSliceCandidate> alternatives; ///< other distinct chords, ranked (∪ prevailing)",L4-DECODER,PUBLISHED,n/a,,PUBLISHED (--decode-chords + fullspine): the ranked carried readings (topK union prevailing). >=1 on 100% of slices — the engagement's carried-alternatives need.
field,src/composing/analysis/chord/chordslicedecoder.h,432,SliceChord.confidence,"double confidence = 0.0;                       ///< margin to the best DIFFERENT (root,quality) chord",L4-DECODER,PUBLISHED,n/a,,PUBLISHED (--decode-chords + fullspine): chordScoreMargin/confidence (the margin to the best DIFFERENT chord).
field,src/composing/analysis/chord/chordslicedecoder.h,433,SliceChord.uncertain,bool uncertain = false;                        ///< confidence < uncertaintyMargin (the margin cue feeding the decision),L4-DECODER,PUBLISHED,n/a,,PUBLISHED (--decode-chords + fullspine): uncertain (the margin cue).
field,src/composing/analysis/chord/chordslicedecoder.h,434,SliceChord.decision,SliceDecision decision = SliceDecision::Commit; ///< G1: commit / inherit / abstain (see applyCommitDecision),L4-DECODER,PUBLISHED,n/a,,PUBLISHED (fullspine surface; consumed by the L5 chain — declared dormancy: the decoder is not yet wired): l4Decision (Commit 34.4% / Inherit 3.0% / Abstain 62.6%). NOT emitted by --decode-chords (hasChord conflates Commit+Inherit there).
field,src/composing/analysis/chord/chordslicedecoder.h,440,SliceChord.confidenceModel,SliceConfidence confidenceModel;               ///< G6 composite confidence (margin + sufficiency + cleanliness),L4-DECODER,PUBLISHED,n/a,,PUBLISHED (fullspine surface; consumed by the L5 chain — declared dormancy: the decoder is not yet wired): the composite confidence model (see SliceConfidence).
field,src/composing/analysis/chord/chordslicedecoder.h,441,SliceChord.openQuestion,OpenQuestionLabel openQuestion;                ///< G6 named open question + the two competing readings (on abstain),L4-DECODER,PUBLISHED,n/a,,PUBLISHED (fullspine surface; consumed by the L5 chain — declared dormancy: the decoder is not yet wired): the named open question (see OpenQuestionLabel).
field,src/composing/analysis/chord/chordslicedecoder.h,452,SliceChord.chordTonePcs,std::vector<int> chordTonePcs;                 ///< focal pcs the chosen chord explains,L4-DECODER,PUBLISHED,n/a,,PUBLISHED (--decode-chords + fullspine): noteClassifications.chordTones (the per-note membership the engagement needs).
field,src/composing/analysis/chord/chordslicedecoder.h,453,SliceChord.nonChordTonePcs,std::vector<int> nonChordTonePcs;              ///< focal pcs called non-chord tones,L4-DECODER,PUBLISHED,n/a,,PUBLISHED (--decode-chords + fullspine): noteClassifications.nonChordTones. Non-empty on 5.8% of slices.
field,src/composing/analysis/chord/chordslicedecoder.h,459,SliceChord.clippedBySelectionEdge,bool clippedBySelectionEdge = false;   ///< the focal window truncated at the LOADED (non-score) edge,L4-DECODER,TRAPPED,n/a,,"SET ONLY by decodeSelection() (dormant, no caller); the decode()/decodeWindowed core never touches it (stays false on every live route). Declared dormancy (bounded-context provenance; future selection consumer named in cowork_bounded_context_design.md). FINDING (record): a computed provenance field with no live producer/consumer today."
field,src/composing/analysis/chord/chordslicedecoder.h,460,SliceChord.cueDenied,bool cueDenied = false;                ///< a decision-relevant edge-extension request was REFUSED (hard bound),L4-DECODER,TRAPPED,n/a,,SET ONLY by decodeSelection() (dormant). Same as clippedBySelectionEdge — declared-dormant bounded-context provenance; no live route sets or reads it.
field,src/composing/analysis/chord/chordslicedecoder.h,471,FocalNote.pitch,int pitch = 0;             ///< ppitch,L4-DECODER,SURVIVES,n/a,,Internal per-note input (ppitch) to membership + spelling. Not an output fact.
field,src/composing/analysis/chord/chordslicedecoder.h,472,FocalNote.tpc,int tpc = -1;              ///< notated spelling (line-of-fifths tpc; -1 = not provided) — the,L4-DECODER,SURVIVES,n/a,,Internal input: the notated spelling the G4/C1 spelling-pin reads (copied from the L1 NoteEvent).
field,src/composing/analysis/chord/chordslicedecoder.h,475,FocalNote.onset,int onset = 0;             ///< tie-resolved onset tick,L4-DECODER,SURVIVES,n/a,,Internal input: tie-resolved onset for the stepwise test.
field,src/composing/analysis/chord/chordslicedecoder.h,476,FocalNote.release,int release = 0;           ///< tie-resolved release tick,L4-DECODER,SURVIVES,n/a,,Internal input: tie-resolved release for the stepwise test.
field,src/composing/analysis/chord/chordslicedecoder.h,477,FocalNote.voice,int voice = 0;             ///< voice (the stepwise test is per-voice / melodic),L4-DECODER,SURVIVES,n/a,,Internal input: voice (the stepwise test is per-voice / melodic).
field,src/composing/analysis/chord/chordslicedecoder.h,478,FocalNote.metricWeight,"double metricWeight = 1.0; ///< normalised beat weight at onset [0.5,1.0]",L4-DECODER,SURVIVES,n/a,,Internal input: normalised beat weight for salience.
field,src/composing/analysis/chord/chordslicedecoder.h,479,FocalNote.durationQn,double durationQn = 0.0;   ///< sounding duration in quarter notes,L4-DECODER,SURVIVES,n/a,,Internal input: sounding duration for salience.
field,src/composing/analysis/chord/chordslicedecoder.h,486,MembershipResult.chordTonePcs,std::vector<int> chordTonePcs;,L4-DECODER,SURVIVES,n/a,,Internal result copied onto SliceChord.chordTonePcs (published there).
field,src/composing/analysis/chord/chordslicedecoder.h,487,MembershipResult.nonChordTonePcs,std::vector<int> nonChordTonePcs;,L4-DECODER,SURVIVES,n/a,,Internal result copied onto SliceChord.nonChordTonePcs (published there).
field,src/composing/analysis/chord/chordslicedecoder.h,501,MembershipResult.implausibilityPenalty,double implausibilityPenalty = 0.0;,L4-DECODER,SURVIVES,n/a,,Internal intermediate: the membership->selection re-rank lever consumed by finalizeSlice. NOT an output fact (recomputable; correctly internal).
literal,src/composing/analysis/chord/chordslicedecoder.cpp,43,1.0e3,constexpr double kNoCompetitorConfidence = 1.0e3;,L4-DECODER,ESTABLISHED,n/a,no,"kNoCompetitorConfidence sentinel (no different competitor) — documented, mirrors the L3 single-state sentinel. NEVER fires on the corpus (0/29080) — defensive; test-covered."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,109,12,bool present[12] = {};,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,112,12,for (int pc = 0; pc < 12; ++pc) {,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,120,3,return aCov >= 3 && bCov >= 3;,L4-DECODER,ESTABLISHED,n/a,no,A triad's worth (3 tones) — minimum chord cardinality for the share-tone test.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,120,3,return aCov >= 3 && bCov >= 3;,L4-DECODER,ESTABLISHED,n/a,no,A triad's worth (3 tones) — minimum chord cardinality for the share-tone test.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,129,12,const int d = (((a.rootPc - b.rootPc) % 12) + 12) % 12;,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,129,12,const int d = (((a.rootPc - b.rootPc) % 12) + 12) % 12;,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,129,12,const int d = (((a.rootPc - b.rootPc) % 12) + 12) % 12;,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,130,3,const bool thirdApart = (d == 3 || d == 9);,L4-DECODER,ESTABLISHED,n/a,no,Minor third in semitones — the relative major/minor delta. Music-theory constant.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,130,9,const bool thirdApart = (d == 3 || d == 9);,L4-DECODER,ESTABLISHED,n/a,no,Minor-third-down / major-sixth (12-3) — the relative-pair delta. Music-theory constant.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,170,12,bool seen[12] = {};,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,237,1e-6,"const double ref = std::max(1e-6, dp.membershipReferenceDurationQn);",L4-DECODER,ESTABLISHED,n/a,no,Epsilon floor on the duration reference (divide-by-zero hygiene). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,238,1.0,"const double durFactor = std::min(1.0, f.durationQn / ref);",L4-DECODER,ESTABLISHED,n/a,no,"Full-length cap for the duration factor ([0,1] clamp). Not tunable."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,245,2,return d == 1 || d == 2;   // chromatic step (minor/major 2nd) — melodic passing/neighbour,L4-DECODER,ESTABLISHED,n/a,no,Major-2nd upper bound (in semitones) for a melodic step / a downward step resolution. Music-theory constant.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,314,2,const bool resolvesDown = succ && (note.pitch - succ->pitch) >= 1 && (note.pitch - succ->pitch) <= 2,L4-DECODER,ESTABLISHED,n/a,no,Major-2nd upper bound (in semitones) for a melodic step / a downward step resolution. Music-theory constant.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,439,12,"std::array<double, 12>* pcWeightOut = nullptr,",L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,440,12,"std::array<int, 12>* tpcForPcOut = nullptr)",L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,464,12,c.rootTpc     = (cell.rootPc >= 0 && cell.rootPc < 12),L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,500,12,"const std::array<double, 12>& pcWeight,",L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,501,12,"const std::array<int, 12>& tpcForPc,",L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,562,12,bool isRotationPc[12] = {};         ///< the symmetric collection's pitch classes,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,570,12,if (chosen.rootPc < 0 || chosen.rootPc >= 12) {,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,573,12,bool present[12] = {};,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,579,12,const int pc = (base + step * k) % 12;,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,589,4,"if (rot(chosen.rootPc, 4, 3)) {",L4-DECODER,ESTABLISHED,n/a,no,"Symmetric-collection interval/cardinality (aug: major-thirds, 3 tones; dim7: minor-thirds, 4 tones). Music-theory constant."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,589,3,"if (rot(chosen.rootPc, 4, 3)) {",L4-DECODER,ESTABLISHED,n/a,no,"Symmetric-collection interval/cardinality (aug: major-thirds, 3 tones; dim7: minor-thirds, 4 tones). Music-theory constant."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,590,4,s.valid = true; s.dimSeventh = false; s.quality = ChordQuality::Augmented; s.stepFifths = 4;,L4-DECODER,ESTABLISHED,n/a,no,"Symmetric-collection interval/cardinality (aug: major-thirds, 3 tones; dim7: minor-thirds, 4 tones). Music-theory constant."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,593,3,"if (rot(chosen.rootPc, 3, 4)) {   // a FULL dim7 (root+9 present), not a plain dim triad",L4-DECODER,ESTABLISHED,n/a,no,"Symmetric-collection interval/cardinality (aug: major-thirds, 3 tones; dim7: minor-thirds, 4 tones). Music-theory constant."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,593,4,"if (rot(chosen.rootPc, 3, 4)) {   // a FULL dim7 (root+9 present), not a plain dim triad",L4-DECODER,ESTABLISHED,n/a,no,"Symmetric-collection interval/cardinality (aug: major-thirds, 3 tones; dim7: minor-thirds, 4 tones). Music-theory constant."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,594,3,s.valid = true; s.dimSeventh = true; s.quality = ChordQuality::Diminished; s.stepFifths = 3;,L4-DECODER,ESTABLISHED,n/a,no,"Symmetric-collection interval/cardinality (aug: major-thirds, 3 tones; dim7: minor-thirds, 4 tones). Music-theory constant."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,604,1000000,constexpr int kContradictedLof = -1000000;,L4-DECODER,ESTABLISHED,n/a,no,"kContradictedLof sentinel (a pc spelled two ways) — internal, distinct from kNoLineOfFifths. Not tunable."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,729,12,&& c.rootPc >= 0 && c.rootPc < 12 && sym.isRotationPc[c.rootPc];,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,809,12,bool present[12] = {};,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,810,12,bool anyChordTone[12] = {};,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,844,12,for (int pc = 0; pc < 12; ++pc) {,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,860,12,bool counted[12] = {};,L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,885,1.0,"? std::min(1.0, std::max(0.0, static_cast<double>(templateTonesPresent)",L4-DECODER,ESTABLISHED,n/a,no,"[0,1] clamp bound for a representational certainty axis. Not a decision parameter."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,885,0.0,"? std::min(1.0, std::max(0.0, static_cast<double>(templateTonesPresent)",L4-DECODER,ESTABLISHED,n/a,no,"[0,1] clamp bound for a representational certainty axis. Not a decision parameter."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,887,0.0,: 0.0;,L4-DECODER,ESTABLISHED,n/a,no,"[0,1] clamp bound for a representational certainty axis. Not a decision parameter."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,892,1.0,"? std::min(1.0, std::max(0.0, static_cast<double>(focalChordTonePcs)",L4-DECODER,ESTABLISHED,n/a,no,"[0,1] clamp bound for a representational certainty axis. Not a decision parameter."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,892,0.0,"? std::min(1.0, std::max(0.0, static_cast<double>(focalChordTonePcs)",L4-DECODER,ESTABLISHED,n/a,no,"[0,1] clamp bound for a representational certainty axis. Not a decision parameter."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,894,1.0,: 1.0;,L4-DECODER,ESTABLISHED,n/a,no,"[0,1] clamp bound for a representational certainty axis. Not a decision parameter."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,899,2.0,"const double ref = 2.0 * std::max(1e-9, dp.uncertaintyMargin);",L4-DECODER,ESTABLISHED,n/a,no,"Representational margin->certainty scale (boundary margin -> 0.5, 2x -> 1.0), reusing uncertaintyMargin (design §7). REPRESENTATIONAL ONLY (drives no decision) — not an inference-affecting fit constant."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,899,1e-9,"const double ref = 2.0 * std::max(1e-9, dp.uncertaintyMargin);",L4-DECODER,ESTABLISHED,n/a,no,Epsilon floor on uncertaintyMargin (divide-by-zero hygiene).
literal,src/composing/analysis/chord/chordslicedecoder.cpp,900,1.0,"const double marginCertainty = std::min(1.0, std::max(0.0, margin / ref));",L4-DECODER,ESTABLISHED,n/a,no,"[0,1] clamp bound for a representational certainty axis. Not a decision parameter."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,900,0.0,"const double marginCertainty = std::min(1.0, std::max(0.0, margin / ref));",L4-DECODER,ESTABLISHED,n/a,no,"[0,1] clamp bound for a representational certainty axis. Not a decision parameter."
literal,src/composing/analysis/chord/chordslicedecoder.cpp,1085,12,"std::array<double, 12> pcWeight{};",L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,1086,12,"std::array<int, 12>    tpcForPc{};",L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,1087,0.0,double extThreshold = 0.0;,L4-DECODER,ESTABLISHED,n/a,no,Zero/neutral default initializer (a DTO field default). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,1128,0.0,if (dp.membershipPenaltyWeight != 0.0) {,L4-DECODER,ESTABLISHED,n/a,no,The documented '0 = label but do not re-rank' membership-penalty sentinel compare.
literal,src/composing/analysis/chord/chordslicedecoder.cpp,1203,2,"const int p1lo = std::max(0, outFirst - 2);",L4-DECODER,ESTABLISHED,n/a,no,"Two-slice look-back for pass-1 (the pass-2 neighbour t-1 + the prevailing chain of outFirst) — structural, matches the redecodeRange contract."
literal,src/composing/analysis/chord/chordslicedecoder.h,169,6,int topK = 6;,L4-DECODER,UNFIT,n/a,no,"Tunable SEED (topK=6); hand-set, documented as a swept-later seed on a DORMANT path. NOT in param_manifest.json (coverage-gap finding)."
literal,src/composing/analysis/chord/chordslicedecoder.h,174,0.5,double uncertaintyMargin = 0.5;,L4-DECODER,UNFIT,n/a,no,"Tunable SEED (uncertaintyMargin=0.5); hand-set, documented as a swept-later seed on a DORMANT path. NOT in param_manifest.json (coverage-gap finding)."
literal,src/composing/analysis/chord/chordslicedecoder.h,196,3,int maxContextSlices = 3;,L4-DECODER,UNFIT,n/a,no,"Tunable SEED (maxContextSlices=3); hand-set, documented as a swept-later seed on a DORMANT path. NOT in param_manifest.json (coverage-gap finding)."
literal,src/composing/analysis/chord/chordslicedecoder.h,199,3,int minHarmonyPcs = 3;,L4-DECODER,UNFIT,n/a,no,"Tunable SEED (minHarmonyPcs=3); hand-set, documented as a swept-later seed on a DORMANT path. NOT in param_manifest.json (coverage-gap finding)."
literal,src/composing/analysis/chord/chordslicedecoder.h,227,0.55,double membershipSalienceThreshold = 0.55;,L4-DECODER,UNFIT,n/a,no,"Tunable SEED (membershipSalienceThreshold=0.55); hand-set, documented as a swept-later seed on a DORMANT path. NOT in param_manifest.json (coverage-gap finding)."
literal,src/composing/analysis/chord/chordslicedecoder.h,230,1.0,double membershipReferenceDurationQn = 1.0;,L4-DECODER,UNFIT,n/a,no,"Tunable SEED (membershipReferenceDurationQn=1.0); hand-set, documented as a swept-later seed on a DORMANT path. NOT in param_manifest.json (coverage-gap finding)."
literal,src/composing/analysis/chord/chordslicedecoder.h,238,0.6,double membershipPenaltyWeight = 0.6;,L4-DECODER,UNFIT,n/a,no,"Tunable SEED (membershipPenaltyWeight=0.6); hand-set, documented as a swept-later seed on a DORMANT path. NOT in param_manifest.json (coverage-gap finding)."
literal,src/composing/analysis/chord/chordslicedecoder.h,263,3,int sufficiencyChordTones = 3;,L4-DECODER,UNFIT,n/a,yes,"Tunable SEED (sufficiencyChordTones=3); hand-set. IN param_manifest.json (G11, frozen, dormant) — the ONLY decoder seed inventoried there."
literal,src/composing/analysis/chord/chordslicedecoder.h,308,4,int maxEdgeExtendSteps = 4;,L4-DECODER,UNFIT,n/a,no,"Tunable SEED (maxEdgeExtendSteps=4); hand-set, documented as a swept-later seed on a DORMANT path. NOT in param_manifest.json (coverage-gap finding)."
literal,src/composing/analysis/chord/chordslicedecoder.h,335,0.0,double score = 0.0;,L4-DECODER,ESTABLISHED,n/a,no,Zero/neutral default initializer (a DTO field default). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.h,405,0.0,double margin = 0.0;                ///< raw margin to the best DIFFERENT reading (== SliceChord.confidence),L4-DECODER,ESTABLISHED,n/a,no,Zero/neutral default initializer (a DTO field default). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.h,406,0.0,"double sufficiency = 0.0;           ///< present / required template tones of the chosen chord, [0,1]",L4-DECODER,ESTABLISHED,n/a,no,Zero/neutral default initializer (a DTO field default). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.h,407,1.0,"double membershipCleanliness = 1.0; ///< chord-tone fraction of the focal pitch classes, [0,1]",L4-DECODER,ESTABLISHED,n/a,no,Neutral default initializer (membershipCleanliness 'clean by convention' / a FocalNote metric-weight default). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.h,408,0.0,"double composite = 0.0;             ///< combined certainty [0,1] = min(marginCertainty, sufficiency, cleanliness)",L4-DECODER,ESTABLISHED,n/a,no,Zero/neutral default initializer (a DTO field default). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.h,432,0.0,"double confidence = 0.0;                       ///< margin to the best DIFFERENT (root,quality) chord",L4-DECODER,ESTABLISHED,n/a,no,Zero/neutral default initializer (a DTO field default). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.h,478,1.0,"double metricWeight = 1.0; ///< normalised beat weight at onset [0.5,1.0]",L4-DECODER,ESTABLISHED,n/a,no,Neutral default initializer (membershipCleanliness 'clean by convention' / a FocalNote metric-weight default). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.h,479,0.0,double durationQn = 0.0;   ///< sounding duration in quarter notes,L4-DECODER,ESTABLISHED,n/a,no,Zero/neutral default initializer (a DTO field default). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.h,481,12,int pc() const { return ((pitch % 12) + 12) % 12; },L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.h,481,12,int pc() const { return ((pitch % 12) + 12) % 12; },L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.h,481,12,int pc() const { return ((pitch % 12) + 12) % 12; },L4-DECODER,ESTABLISHED,n/a,no,Pitch-class cardinality (12 semitones/octave) — a structural music-theory constant (pc sieve / modulo). Not tunable.
literal,src/composing/analysis/chord/chordslicedecoder.h,501,0.0,double implausibilityPenalty = 0.0;,L4-DECODER,ESTABLISHED,n/a,no,Zero/neutral default initializer (a DTO field default). Not tunable.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,62,if@candidateBetter,if (a.score != b.score) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in candidateBetter. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,65,if@candidateBetter,if (a.tiePriority != b.tiePriority) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in candidateBetter. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,68,if@candidateBetter,if (a.rootPc != b.rootPc) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in candidateBetter. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,90,if@templateToneCount,if (tiePriority < 0 || tiePriority >= static_cast<int>(kTemplateCount)) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in templateToneCount. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,95,if@templateToneCount,if (interval >= 0) { ++n; },L4-DECODER,SURVIVES,n/a,,Guard/branch in templateToneCount. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,113,if@sameCollectionOverFocal,if (!present[pc]) { continue; },L4-DECODER,SURVIVES,n/a,,Guard/branch in sameCollectionOverFocal. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,116,if@sameCollectionOverFocal,if (!inA && !inB) { return false; }   // a focal pc neither reading explains → not one collection,L4-DECODER,SURVIVES,n/a,,Guard/branch in sameCollectionOverFocal. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
