file,kind,line,ident,func,layer,verdict_class,verdict,in_param_manifest,reason
src/composing/analysis/key/keymodeanalyzer.cpp,literal,683,7,analyzeKeyMode,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeanalyzer.cpp,literal,684,7,analyzeKeyMode,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeanalyzer.cpp,literal,696,12,analyzeKeyMode,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeanalyzer.cpp,literal,716,12,analyzeKeyMode,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeanalyzer.cpp,literal,717,12,analyzeKeyMode,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeanalyzer.cpp,literal,728,3,analyzeKeyMode,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeanalyzer.cpp,literal,739,3,analyzeKeyMode,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeanalyzer.cpp,literal,764,2,analyzeKeyMode,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeanalyzer.cpp,literal,764,0.0,analyzeKeyMode,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeanalyzer.cpp,literal,773,0.0,analyzeKeyMode,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeanalyzer.cpp,literal,789,12,analyzeKeyMode,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeanalyzer.cpp,literal,790,12,analyzeKeyMode,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeanalyzer.cpp,literal,803,0.0,analyzeKeyMode,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeanalyzer.cpp,literal,838,7,keyModeScaleIntervals,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeanalyzer.h,literal,37,1.0,normalizedConfidenceSigmoid,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,37,1.0,normalizedConfidenceSigmoid,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,47,21,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,84,2,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,84,4,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,84,5,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,84,7,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,84,9,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,84,11,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,86,2,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,87,4,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,88,5,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,89,7,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,90,9,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,91,11,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,94,9,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,95,11,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,97,2,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,98,4,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,99,5,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,100,8,keyModeTonicOffset,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,110,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,111,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,132,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,133,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,134,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,135,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,136,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,137,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,138,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,139,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,140,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,141,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,142,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,143,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,144,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,145,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeanalyzer.h,literal,189,7,<file-scope>,L3,constant,ESTABLISHED,no,structural literal
src/composing/analysis/key/keymodeformatting.cpp,literal,37,15,keyModeTonicName,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeformatting.cpp,literal,41,15,keyModeTonicName,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeformatting.cpp,literal,45,15,keyModeTonicName,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeformatting.cpp,literal,49,15,keyModeTonicName,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeformatting.cpp,literal,53,15,keyModeTonicName,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeformatting.cpp,literal,57,15,keyModeTonicName,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeformatting.cpp,literal,61,15,keyModeTonicName,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeformatting.cpp,literal,67,15,keyModeTonicName,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeformatting.cpp,literal,73,15,keyModeTonicName,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeformatting.cpp,literal,78,7,keyModeTonicName,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodeformatting.cpp,literal,78,14,keyModeTonicName,L3,constant,ESTABLISHED,no,"FACT (music theory): scale-interval / mode-offset / circle-of-fifths / enharmonic-spelling table entry or pc arithmetic — structural, not a tunable"
src/composing/analysis/key/keymodesequence.cpp,literal,46,12,<file-scope>,L3,constant,ESTABLISHED,no,FACT: candidate-space cardinality (12 tonics x 21 modes = 252) — structural
src/composing/analysis/key/keymodesequence.cpp,literal,50,1.0e3,<file-scope>,L3,constant,ESTABLISHED,no,single-state confidence sentinel (effectively certain) — structural
src/composing/analysis/key/keymodesequence.cpp,literal,65,12,cofDistance,L3,constant,ESTABLISHED,no,FACT: candidate-space cardinality (12 tonics x 21 modes = 252) — structural
src/composing/analysis/key/keymodesequence.cpp,literal,65,12,cofDistance,L3,constant,ESTABLISHED,no,FACT: candidate-space cardinality (12 tonics x 21 modes = 252) — structural
src/composing/analysis/key/keymodesequence.cpp,literal,65,12,cofDistance,L3,constant,ESTABLISHED,no,FACT: candidate-space cardinality (12 tonics x 21 modes = 252) — structural
src/composing/analysis/key/keymodesequence.cpp,literal,66,7,cofDistance,L3,constant,ESTABLISHED,no,FACT: circle-of-fifths step generator (mod 12)
src/composing/analysis/key/keymodesequence.cpp,literal,66,12,cofDistance,L3,constant,ESTABLISHED,no,FACT: candidate-space cardinality (12 tonics x 21 modes = 252) — structural
src/composing/analysis/key/keymodesequence.cpp,literal,69,12,cofDistance,L3,constant,ESTABLISHED,no,FACT: candidate-space cardinality (12 tonics x 21 modes = 252) — structural
src/composing/analysis/key/keymodesequence.cpp,literal,101,0.0,stateToResult,L3,constant,ESTABLISHED,no,structural/pc-arithmetic literal in the decoder
src/composing/analysis/key/keymodesequence.cpp,literal,137,0.0,buildLattice,L3,constant,ESTABLISHED,no,FACT: candidate-space cardinality (12 tonics x 21 modes = 252) — structural
src/composing/analysis/key/keymodesequence.cpp,literal,168,0.0,buildLattice,L3,constant,ESTABLISHED,no,structural/pc-arithmetic literal in the decoder
src/composing/analysis/key/keymodesequence.cpp,literal,222,0.0,populateEmissionConfidence,L3,constant,ESTABLISHED,no,structural/pc-arithmetic literal in the decoder
src/composing/analysis/key/keymodesequence.cpp,literal,235,0.0,changeCost,L3,constant,ESTABLISHED,no,structural/pc-arithmetic literal in the decoder
src/composing/analysis/key/keymodesequence.cpp,literal,238,0.0,changeCost,L3,constant,ESTABLISHED,no,structural/pc-arithmetic literal in the decoder
src/composing/analysis/key/keymodesequence.cpp,literal,327,0.0,decodeLattice,L3,constant,ESTABLISHED,no,structural/pc-arithmetic literal in the decoder
src/composing/analysis/key/keymodesequence.cpp,literal,330,2,decodeLattice,L3,constant,ESTABLISHED,no,structural/pc-arithmetic literal in the decoder
src/composing/analysis/key/keymodesequence.h,literal,116,8,<file-scope>,L3,constant,UNFIT,no,"KeyModeSequencePreferences default (topK / windowBeats / uncertainThreshold / maxAlternatives) — SETTING, effort-retrofit; change-cost defaults source the resolver hysteresis margins; NOT in param_manifest"
src/composing/analysis/key/keymodesequence.h,literal,137,4.0,<file-scope>,L3,constant,UNFIT,no,"KeyModeSequencePreferences default (topK / windowBeats / uncertainThreshold / maxAlternatives) — SETTING, effort-retrofit; change-cost defaults source the resolver hysteresis margins; NOT in param_manifest"
src/composing/analysis/key/keymodesequence.h,literal,143,4.0,<file-scope>,L3,constant,UNFIT,no,"KeyModeSequencePreferences default (topK / windowBeats / uncertainThreshold / maxAlternatives) — SETTING, effort-retrofit; change-cost defaults source the resolver hysteresis margins; NOT in param_manifest"
src/composing/analysis/key/keymodesequence.h,literal,147,1.0,<file-scope>,L3,constant,UNFIT,no,"KeyModeSequencePreferences default (topK / windowBeats / uncertainThreshold / maxAlternatives) — SETTING, effort-retrofit; change-cost defaults source the resolver hysteresis margins; NOT in param_manifest"
src/composing/analysis/key/keymodesequence.h,literal,151,4,<file-scope>,L3,constant,UNFIT,no,"KeyModeSequencePreferences default (topK / windowBeats / uncertainThreshold / maxAlternatives) — SETTING, effort-retrofit; change-cost defaults source the resolver hysteresis margins; NOT in param_manifest"
src/composing/analysis/key/keymodesequence.h,literal,162,0.0,<file-scope>,L3,constant,ESTABLISHED,no,structural/pc-arithmetic literal in the decoder
src/composing/analysis/key/keyresolver.cpp,literal,64,12,fallbackResult,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,71,12,ionianScaleSet,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,73,12,ionianScaleSet,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,75,2,ionianScaleSet,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,75,4,ionianScaleSet,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,75,5,ionianScaleSet,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,75,7,ionianScaleSet,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,75,9,ionianScaleSet,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,75,11,ionianScaleSet,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,76,12,ionianScaleSet,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,122,7,partialSignatureCorrection,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,122,7,partialSignatureCorrection,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,126,12,partialSignatureCorrection,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,127,12,partialSignatureCorrection,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,130,12,partialSignatureCorrection,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,147,12,partialSignatureCorrection,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,148,0.0,partialSignatureCorrection,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,178,0.0,partialSignatureCorrection,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,182,0.03,partialSignatureCorrection,L3,constant,UNFIT,no,"Baroque partial-signature-correction pervasiveness floor (0.03) — empirical, not in param_manifest"
src/composing/analysis/key/keyresolver.cpp,literal,183,2.0,partialSignatureCorrection,L3,constant,UNFIT,no,"Baroque partial-signature-correction dominance ratio (2.0) — empirical, not in param_manifest"
src/composing/analysis/key/keyresolver.cpp,literal,286,4,resolveKeyAndModeRanked,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,310,4,resolveKeyAndModeRanked,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,329,3,resolveKeyAndModeRanked,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,331,0.0,resolveKeyAndModeRanked,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/keyresolver.cpp,literal,331,0.0,resolveKeyAndModeRanked,L3,constant,ESTABLISHED,no,structural/pc-arithmetic or shared-symbol literal in the resolver
src/composing/analysis/key/modepriorpresets.cpp,literal,43,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,44,0.80,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,45,1.00,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,46,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,47,0.80,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,48,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,49,1.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,50,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,51,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,52,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,53,0.80,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,54,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,55,1.00,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,56,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,57,0.30,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,58,1.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,59,1.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,60,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,61,0.20,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,62,1.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,63,1.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,67,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,68,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,69,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,70,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,71,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,72,0.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,73,1.00,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,74,1.00,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
src/composing/analysis/key/modepriorpresets.cpp,literal,75,1.50,modePriorPresets,L3,constant,UNFIT,no,empirical mode-prior magnitude (21 modes x 5 presets); DUPLICATED vs KeyModeAnalyzerPreferences defaults but sync-test-guarded (modepriorpresets_tests); NOT in param_manifest; code says Stage-5 fits
