file,line,table,name_or_value,func,verdict,finding_slug,ref,note
tools/compare_analyses.py,77,fields,dcml_region,,SURVIVES,,,ComparedRegion.dcml_region: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,78,fields,three_way_cat,,SURVIVES,,,ComparedRegion.three_way_cat: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,85,functions,_load_region,,SURVIVES,,,_load_region(): live instrument function on the measurement/library path.
tools/compare_analyses.py,99,finding(auditor),root-pc-minus-one-sentinel-false-agreement,,SURVIVES,root-pc-minus-one-sentinel-false-agreement,F8,"root_pc default -1 sentinel on missing rootPitchClass: two regions BOTH missing root compare equal (-1==-1) in _roots_match -> false chord agreement. three_way_classify guards on None not -1, so only the two-way region compare is exposed. [Inventory: unary-minus 1 excluded as trivial.]"
tools/compare_analyses.py,107,branches,,_load_region,SURVIVES,,,control-flow guard in _load_region() - live measurement/library path.
tools/compare_analyses.py,108,branches,,_load_region,SURVIVES,,,control-flow guard in _load_region() - live measurement/library path.
tools/compare_analyses.py,109,branches,,_load_region,SURVIVES,,,control-flow guard in _load_region() - live measurement/library path.
tools/compare_analyses.py,110,branches,,_load_region,SURVIVES,,,control-flow guard in _load_region() - live measurement/library path.
tools/compare_analyses.py,111,branches,,_load_region,SURVIVES,,,control-flow guard in _load_region() - live measurement/library path.
tools/compare_analyses.py,112,branches,,_load_region,SURVIVES,,,control-flow guard in _load_region() - live measurement/library path.
tools/compare_analyses.py,113,branches,,_load_region,SURVIVES,,,control-flow guard in _load_region() - live measurement/library path.
tools/compare_analyses.py,117,functions,load_analysis,,SURVIVES,,,load_analysis(): live instrument function on the measurement/library path.
tools/compare_analyses.py,118,io,open,load_analysis,SURVIVES,,,open in load_analysis() - read/write of the measurement I/O surface.
tools/compare_analyses.py,119,io,load,load_analysis,SURVIVES,,,load in load_analysis() - read/write of the measurement I/O surface.
tools/compare_analyses.py,128,finding(auditor),quality-normalise-map-completeness-unproven,,SURVIVES,quality-normalise-map-completeness-unproven,F7,"_QUALITY_NORMALISE table: a quality string NOT in the map passes through unnormalised (_norm_quality returns as-is), so an unmapped variant could yield a false quality (dis)agreement. Completeness not proven against both producers' full quality vocabularies. [Inventory: string dict, not a numeric literal.]"
tools/compare_analyses.py,146,functions,_norm_quality,,SURVIVES,,,_norm_quality(): live instrument function on the measurement/library path.
tools/compare_analyses.py,156,functions,_rn_base,,SURVIVES,,,_rn_base(): live instrument function on the measurement/library path.
tools/compare_analyses.py,159,branches,,_rn_base,SURVIVES,,,control-flow guard in _rn_base() - live measurement/library path.
tools/compare_analyses.py,162,functions,_rn_base_cased,,SURVIVES,,,_rn_base_cased(): live instrument function on the measurement/library path.
tools/compare_analyses.py,177,branches,,_rn_base_cased,SURVIVES,,,control-flow guard in _rn_base_cased() - live measurement/library path.
tools/compare_analyses.py,180,branches,,_rn_base_cased,SURVIVES,,,control-flow guard in _rn_base_cased() - live measurement/library path.
tools/compare_analyses.py,187,functions,_overlap,,SURVIVES,,,_overlap(): live instrument function on the measurement/library path.
tools/compare_analyses.py,191,functions,align_regions,,SURVIVES,,,align_regions(): live instrument function on the measurement/library path.
tools/compare_analyses.py,201,branches,,align_regions,SURVIVES,,,control-flow guard in align_regions() - live measurement/library path.
tools/compare_analyses.py,207,branches,,align_regions,SURVIVES,,,control-flow guard in align_regions() - live measurement/library path.
tools/compare_analyses.py,210,branches,,align_regions,SURVIVES,,,control-flow guard in align_regions() - live measurement/library path.
tools/compare_analyses.py,215,branches,,align_regions,SURVIVES,,,control-flow guard in align_regions() - live measurement/library path.
tools/compare_analyses.py,216,literals,0.5,align_regions,UNFIT,region-alignment-overlap-tolerance-hand-set,F5,"0.5 alignment overlap tolerance (lenient-OR >=50% of EITHER duration). THE core region-alignment measurement decision; rationale documented, value hand-set (not derived/oracle-established). Governs batch-stop + secondary-metric + oracle-metric alignment (NOT the robust grid, which unions boundaries)."
tools/compare_analyses.py,217,literals,0.5,align_regions,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/compare_analyses.py,229,functions,_roots_match,,SURVIVES,,,_roots_match(): live instrument function on the measurement/library path.
tools/compare_analyses.py,233,functions,_quality_matches,,SURVIVES,,,_quality_matches(): live instrument function on the measurement/library path.
tools/compare_analyses.py,237,functions,_chord_matches,,SURVIVES,,,_chord_matches(): live instrument function on the measurement/library path.
tools/compare_analyses.py,241,functions,_rn_matches,,SURVIVES,,,_rn_matches(): live instrument function on the measurement/library path.
tools/compare_analyses.py,245,functions,_key_matches,,SURVIVES,,,_key_matches(): live instrument function on the measurement/library path.
tools/compare_analyses.py,247,functions,_tonic,,SURVIVES,,,_tonic(): live instrument function on the measurement/library path.
tools/compare_analyses.py,248,branches,,_tonic,SURVIVES,,,control-flow guard in _tonic() - live measurement/library path.
tools/compare_analyses.py,252,functions,_matches_alternative,,SURVIVES,,,_matches_alternative(): live instrument function on the measurement/library path.
tools/compare_analyses.py,254,branches,,_matches_alternative,SURVIVES,,,control-flow guard in _matches_alternative() - live measurement/library path.
tools/compare_analyses.py,255,branches,,_matches_alternative,SURVIVES,,,control-flow guard in _matches_alternative() - live measurement/library path.
tools/compare_analyses.py,255,literals,99,_matches_alternative,SURVIVES,,,-99 sentinel for a missing alternative rootPitchClass (never a valid pc 0-11).
tools/compare_analyses.py,261,functions,classify,,SURVIVES,,,classify(): live instrument function on the measurement/library path.
tools/compare_analyses.py,262,branches,,classify,SURVIVES,,,control-flow guard in classify() - live measurement/library path.
tools/compare_analyses.py,265,branches,,classify,SURVIVES,,,control-flow guard in classify() - live measurement/library path.
tools/compare_analyses.py,266,branches,,classify,SURVIVES,,,control-flow guard in classify() - live measurement/library path.
tools/compare_analyses.py,268,branches,,classify,SURVIVES,,,control-flow guard in classify() - live measurement/library path.
tools/compare_analyses.py,275,branches,,classify,SURVIVES,,,control-flow guard in classify() - live measurement/library path.
tools/compare_analyses.py,299,functions,summarize,,SURVIVES,,,summarize(): live instrument function on the measurement/library path.
tools/compare_analyses.py,301,branches,,summarize,SURVIVES,,,control-flow guard in summarize() - live measurement/library path.
tools/compare_analyses.py,306,functions,agreement_rate,,SURVIVES,,,agreement_rate(): live instrument function on the measurement/library path.
tools/compare_analyses.py,309,branches,,agreement_rate,SURVIVES,,,control-flow guard in agreement_rate() - live measurement/library path.
tools/compare_analyses.py,315,functions,chord_identity_agreement,,SURVIVES,,,chord_identity_agreement(): live instrument function on the measurement/library path.
tools/compare_analyses.py,324,branches,,chord_identity_agreement,SURVIVES,,,control-flow guard in chord_identity_agreement() - live measurement/library path.
tools/compare_analyses.py,344,functions,three_way_classify,,SURVIVES,,,three_way_classify(): live instrument function on the measurement/library path.
tools/compare_analyses.py,356,branches,,three_way_classify,SURVIVES,,,control-flow guard in three_way_classify() - live measurement/library path.
tools/compare_analyses.py,358,branches,,three_way_classify,SURVIVES,,,control-flow guard in three_way_classify() - live measurement/library path.
tools/compare_analyses.py,362,branches,,three_way_classify,SURVIVES,,,control-flow guard in three_way_classify() - live measurement/library path.
tools/compare_analyses.py,364,branches,,three_way_classify,SURVIVES,,,control-flow guard in three_way_classify() - live measurement/library path.
tools/compare_analyses.py,366,branches,,three_way_classify,SURVIVES,,,control-flow guard in three_way_classify() - live measurement/library path.
tools/compare_analyses.py,371,functions,_extract_mode,,SURVIVES,,,_extract_mode(): live instrument function on the measurement/library path.
tools/compare_analyses.py,374,branches,,_extract_mode,SURVIVES,,,control-flow guard in _extract_mode() - live measurement/library path.
tools/compare_analyses.py,396,functions,_median,,SURVIVES,,,_median(): live instrument function on the measurement/library path.
tools/compare_analyses.py,397,branches,,_median,SURVIVES,,,control-flow guard in _median() - live measurement/library path.
tools/compare_analyses.py,401,branches,,_median,SURVIVES,,,control-flow guard in _median() - live measurement/library path.
tools/compare_analyses.py,401,literals,2,_median,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/compare_analyses.py,401,literals,0.5,_median,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/compare_analyses.py,401,literals,2,_median,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/compare_analyses.py,401,literals,2,_median,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/compare_analyses.py,401,literals,2,_median,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/compare_analyses.py,404,functions,_infer_ticks_per_beat,,SURVIVES,,,_infer_ticks_per_beat(): live instrument function on the measurement/library path.
tools/compare_analyses.py,411,branches,,_infer_ticks_per_beat,SURVIVES,,,control-flow guard in _infer_ticks_per_beat() - live measurement/library path.
tools/compare_analyses.py,411,literals,480.0,_infer_ticks_per_beat,ESTABLISHED,,,TICKS_PER_QUARTER (batch_analyze ticks/480 convention); documented + verified tick-for-tick on 18 pieces/3 corpora (audit L4.1). Established measurement constant.
tools/compare_analyses.py,414,functions,_build_measure_anchors,,SURVIVES,,,_build_measure_anchors(): live instrument function on the measurement/library path.
tools/compare_analyses.py,423,branches,,_build_measure_anchors,SURVIVES,,,control-flow guard in _build_measure_anchors() - live measurement/library path.
tools/compare_analyses.py,425,branches,,_build_measure_anchors,SURVIVES,,,control-flow guard in _build_measure_anchors() - live measurement/library path.
tools/compare_analyses.py,430,functions,_dcml_tick_for,,SURVIVES,,,_dcml_tick_for(): live instrument function on the measurement/library path.
tools/compare_analyses.py,435,branches,,_dcml_tick_for,SURVIVES,,,control-flow guard in _dcml_tick_for() - live measurement/library path.
tools/compare_analyses.py,437,branches,,_dcml_tick_for,SURVIVES,,,control-flow guard in _dcml_tick_for() - live measurement/library path.
tools/compare_analyses.py,441,branches,,_dcml_tick_for,SURVIVES,,,control-flow guard in _dcml_tick_for() - live measurement/library path.
tools/compare_analyses.py,447,branches,,_dcml_tick_for,SURVIVES,,,control-flow guard in _dcml_tick_for() - live measurement/library path.
tools/compare_analyses.py,449,literals,4,_dcml_tick_for,UNFIT,measure-length-four-four-assumption-in-extrapolation,F6,`4 * tpb` = hardcoded 4-beats-per-measure assumption in _dcml_tick_for's extrapolation-beyond-anchors fallback. Silent approximation for non-4/4 meters; affects WiR/rntxt alignment (the path lacking abs_tick).
tools/compare_analyses.py,451,branches,,_dcml_tick_for,SURVIVES,,,control-flow guard in _dcml_tick_for() - live measurement/library path.
tools/compare_analyses.py,453,literals,4,_dcml_tick_for,UNFIT,measure-length-four-four-assumption-in-extrapolation,F6,`4 * tpb` (second extrapolation branch) - same hardcoded 4/4 assumption as :449.
tools/compare_analyses.py,458,functions,_dcml_time_spans,,SURVIVES,,,_dcml_time_spans(): live instrument function on the measurement/library path.
tools/compare_analyses.py,465,branches,,_dcml_time_spans,SURVIVES,,,control-flow guard in _dcml_time_spans() - live measurement/library path.
tools/compare_analyses.py,469,branches,,_dcml_time_spans,SURVIVES,,,control-flow guard in _dcml_time_spans() - live measurement/library path.
tools/compare_analyses.py,476,branches,,_dcml_time_spans,SURVIVES,,,control-flow guard in _dcml_time_spans() - live measurement/library path.
tools/compare_analyses.py,481,branches,,_dcml_time_spans,SURVIVES,,,control-flow guard in _dcml_time_spans() - live measurement/library path.
tools/compare_analyses.py,482,branches,,_dcml_time_spans,SURVIVES,,,control-flow guard in _dcml_time_spans() - live measurement/library path.
tools/compare_analyses.py,486,branches,,_dcml_time_spans,SURVIVES,,,control-flow guard in _dcml_time_spans() - live measurement/library path.
tools/compare_analyses.py,487,branches,,_dcml_time_spans,SURVIVES,,,control-flow guard in _dcml_time_spans() - live measurement/library path.
tools/compare_analyses.py,494,functions,_best_dcml_match_by_overlap,,SURVIVES,,,_best_dcml_match_by_overlap(): live instrument function on the measurement/library path.
tools/compare_analyses.py,501,branches,,_best_dcml_match_by_overlap,SURVIVES,,,control-flow guard in _best_dcml_match_by_overlap() - live measurement/library path.
tools/compare_analyses.py,506,branches,,_best_dcml_match_by_overlap,SURVIVES,,,control-flow guard in _best_dcml_match_by_overlap() - live measurement/library path.
tools/compare_analyses.py,507,branches,,_best_dcml_match_by_overlap,SURVIVES,,,control-flow guard in _best_dcml_match_by_overlap() - live measurement/library path.
tools/compare_analyses.py,510,branches,,_best_dcml_match_by_overlap,SURVIVES,,,control-flow guard in _best_dcml_match_by_overlap() - live measurement/library path.
tools/compare_analyses.py,514,branches,,_best_dcml_match_by_overlap,SURVIVES,,,control-flow guard in _best_dcml_match_by_overlap() - live measurement/library path.
tools/compare_analyses.py,516,branches,,_best_dcml_match_by_overlap,SURVIVES,,,control-flow guard in _best_dcml_match_by_overlap() - live measurement/library path.
tools/compare_analyses.py,516,literals,0.5,_best_dcml_match_by_overlap,UNFIT,region-alignment-overlap-tolerance-hand-set,F5,0.5 DCML overlap tolerance (_best_dcml_match_by_overlap) - same hand-set alignment tolerance as :216.
tools/compare_analyses.py,517,literals,0.5,_best_dcml_match_by_overlap,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/compare_analyses.py,522,functions,align_dcml_regions,,SURVIVES,,,align_dcml_regions(): live instrument function on the measurement/library path.
tools/compare_analyses.py,533,branches,,align_dcml_regions,SURVIVES,,,control-flow guard in align_dcml_regions() - live measurement/library path.
tools/compare_analyses.py,535,branches,,align_dcml_regions,SURVIVES,,,control-flow guard in align_dcml_regions() - live measurement/library path.
tools/compare_analyses.py,542,branches,,align_dcml_regions,SURVIVES,,,control-flow guard in align_dcml_regions() - live measurement/library path.
tools/compare_analyses.py,545,branches,,align_dcml_regions,SURVIVES,,,control-flow guard in align_dcml_regions() - live measurement/library path.
tools/compare_analyses.py,546,branches,,align_dcml_regions,SURVIVES,,,control-flow guard in align_dcml_regions() - live measurement/library path.
tools/compare_analyses.py,549,branches,,align_dcml_regions,SURVIVES,,,control-flow guard in align_dcml_regions() - live measurement/library path.
tools/compare_analyses.py,549,literals,0.5,align_dcml_regions,UNFIT,region-alignment-overlap-tolerance-hand-set,F5,0.5 beat-snap tolerance (legacy align mode) - hand-set; legacy backward-compat path.
tools/compare_analyses.py,564,fields,ours,,SURVIVES,,,DcmlDirectResult.ours: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,565,fields,dcml,,SURVIVES,,,DcmlDirectResult.dcml: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,566,fields,category,,SURVIVES,,,DcmlDirectResult.category: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,574,fields,rn_agree,,SURVIVES,,,DcmlDirectResult.rn_agree: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,577,functions,compare_ours_vs_dcml_direct,,SURVIVES,,,compare_ours_vs_dcml_direct(): live instrument function on the measurement/library path.
tools/compare_analyses.py,597,branches,,compare_ours_vs_dcml_direct,SURVIVES,,,control-flow guard in compare_ours_vs_dcml_direct() - live measurement/library path.
tools/compare_analyses.py,599,branches,,compare_ours_vs_dcml_direct,SURVIVES,,,control-flow guard in compare_ours_vs_dcml_direct() - live measurement/library path.
tools/compare_analyses.py,602,branches,,compare_ours_vs_dcml_direct,SURVIVES,,,control-flow guard in compare_ours_vs_dcml_direct() - live measurement/library path.
tools/compare_analyses.py,604,branches,,compare_ours_vs_dcml_direct,SURVIVES,,,control-flow guard in compare_ours_vs_dcml_direct() - live measurement/library path.
tools/compare_analyses.py,607,branches,,compare_ours_vs_dcml_direct,SURVIVES,,,control-flow guard in compare_ours_vs_dcml_direct() - live measurement/library path.
tools/compare_analyses.py,627,fields,dcml,,SURVIVES,,,DcmlAnchoredResult.dcml: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,628,fields,ours,,SURVIVES,,,DcmlAnchoredResult.ours: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,629,fields,category,,SURVIVES,,,DcmlAnchoredResult.category: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,634,fields,rn_agree,,SURVIVES,,,DcmlAnchoredResult.rn_agree: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,637,functions,compare_dcml_anchored,,SURVIVES,,,compare_dcml_anchored(): live instrument function on the measurement/library path.
tools/compare_analyses.py,652,branches,,compare_dcml_anchored,SURVIVES,,,control-flow guard in compare_dcml_anchored() - live measurement/library path.
tools/compare_analyses.py,659,branches,,compare_dcml_anchored,SURVIVES,,,control-flow guard in compare_dcml_anchored() - live measurement/library path.
tools/compare_analyses.py,660,branches,,compare_dcml_anchored,SURVIVES,,,control-flow guard in compare_dcml_anchored() - live measurement/library path.
tools/compare_analyses.py,666,branches,,compare_dcml_anchored,SURVIVES,,,control-flow guard in compare_dcml_anchored() - live measurement/library path.
tools/compare_analyses.py,668,branches,,compare_dcml_anchored,SURVIVES,,,control-flow guard in compare_dcml_anchored() - live measurement/library path.
tools/compare_analyses.py,671,branches,,compare_dcml_anchored,SURVIVES,,,control-flow guard in compare_dcml_anchored() - live measurement/library path.
tools/compare_analyses.py,678,branches,,compare_dcml_anchored,SURVIVES,,,control-flow guard in compare_dcml_anchored() - live measurement/library path.
tools/compare_analyses.py,680,branches,,compare_dcml_anchored,SURVIVES,,,control-flow guard in compare_dcml_anchored() - live measurement/library path.
tools/compare_analyses.py,691,functions,dcml_anchored_summarize,,SURVIVES,,,dcml_anchored_summarize(): live instrument function on the measurement/library path.
tools/compare_analyses.py,739,branches,,dcml_anchored_summarize,SURVIVES,,,control-flow guard in dcml_anchored_summarize() - live measurement/library path.
tools/compare_analyses.py,739,literals,100,dcml_anchored_summarize,SURVIVES,,,x100 percentage scaling in a report/summary - presentation.
tools/compare_analyses.py,740,branches,,dcml_anchored_summarize,SURVIVES,,,control-flow guard in dcml_anchored_summarize() - live measurement/library path.
tools/compare_analyses.py,740,literals,100,dcml_anchored_summarize,SURVIVES,,,x100 percentage scaling in a report/summary - presentation.
tools/compare_analyses.py,742,branches,,dcml_anchored_summarize,SURVIVES,,,control-flow guard in dcml_anchored_summarize() - live measurement/library path.
tools/compare_analyses.py,742,literals,100,dcml_anchored_summarize,SURVIVES,,,x100 percentage scaling in a report/summary - presentation.
tools/compare_analyses.py,746,branches,,dcml_anchored_summarize,SURVIVES,,,control-flow guard in dcml_anchored_summarize() - live measurement/library path.
tools/compare_analyses.py,746,literals,100,dcml_anchored_summarize,SURVIVES,,,x100 percentage scaling in a report/summary - presentation.
tools/compare_analyses.py,752,functions,dcml_direct_summarize,,SURVIVES,,,dcml_direct_summarize(): live instrument function on the measurement/library path.
tools/compare_analyses.py,792,branches,,dcml_direct_summarize,SURVIVES,,,control-flow guard in dcml_direct_summarize() - live measurement/library path.
tools/compare_analyses.py,792,literals,100,dcml_direct_summarize,SURVIVES,,,x100 percentage scaling in a report/summary - presentation.
tools/compare_analyses.py,793,branches,,dcml_direct_summarize,SURVIVES,,,control-flow guard in dcml_direct_summarize() - live measurement/library path.
tools/compare_analyses.py,793,literals,100,dcml_direct_summarize,SURVIVES,,,x100 percentage scaling in a report/summary - presentation.
tools/compare_analyses.py,794,branches,,dcml_direct_summarize,SURVIVES,,,control-flow guard in dcml_direct_summarize() - live measurement/library path.
tools/compare_analyses.py,794,literals,100,dcml_direct_summarize,SURVIVES,,,x100 percentage scaling in a report/summary - presentation.
tools/compare_analyses.py,796,branches,,dcml_direct_summarize,SURVIVES,,,control-flow guard in dcml_direct_summarize() - live measurement/library path.
tools/compare_analyses.py,796,literals,100,dcml_direct_summarize,SURVIVES,,,x100 percentage scaling in a report/summary - presentation.
tools/compare_analyses.py,800,branches,,dcml_direct_summarize,SURVIVES,,,control-flow guard in dcml_direct_summarize() - live measurement/library path.
tools/compare_analyses.py,800,literals,100,dcml_direct_summarize,SURVIVES,,,x100 percentage scaling in a report/summary - presentation.
tools/compare_analyses.py,806,functions,three_way_summarize,,SURVIVES,,,three_way_summarize(): live instrument function on the measurement/library path.
tools/compare_analyses.py,809,branches,,three_way_summarize,SURVIVES,,,control-flow guard in three_way_summarize() - live measurement/library path.
tools/compare_analyses.py,814,functions,mode_breakdown_of_errors,,SURVIVES,,,mode_breakdown_of_errors(): live instrument function on the measurement/library path.
tools/compare_analyses.py,820,branches,,mode_breakdown_of_errors,SURVIVES,,,control-flow guard in mode_breakdown_of_errors() - live measurement/library path.
tools/compare_analyses.py,821,branches,,mode_breakdown_of_errors,SURVIVES,,,control-flow guard in mode_breakdown_of_errors() - live measurement/library path.
tools/compare_analyses.py,827,functions,bass_is_root_breakdown,,SURVIVES,,,bass_is_root_breakdown(): live instrument function on the measurement/library path.
tools/compare_analyses.py,837,branches,,bass_is_root_breakdown,SURVIVES,,,control-flow guard in bass_is_root_breakdown() - live measurement/library path.
tools/compare_analyses.py,838,branches,,bass_is_root_breakdown,SURVIVES,,,control-flow guard in bass_is_root_breakdown() - live measurement/library path.
tools/compare_analyses.py,842,branches,,bass_is_root_breakdown,SURVIVES,,,control-flow guard in bass_is_root_breakdown() - live measurement/library path.
tools/compare_analyses.py,844,branches,,bass_is_root_breakdown,SURVIVES,,,control-flow guard in bass_is_root_breakdown() - live measurement/library path.
tools/compare_analyses.py,846,branches,,bass_is_root_breakdown,SURVIVES,,,control-flow guard in bass_is_root_breakdown() - live measurement/library path.
tools/compare_analyses.py,849,functions,note_count_breakdown,,SURVIVES,,,note_count_breakdown(): live instrument function on the measurement/library path.
tools/compare_analyses.py,857,branches,,note_count_breakdown,SURVIVES,,,control-flow guard in note_count_breakdown() - live measurement/library path.
tools/compare_analyses.py,858,branches,,note_count_breakdown,SURVIVES,,,control-flow guard in note_count_breakdown() - live measurement/library path.
tools/compare_analyses.py,862,branches,,note_count_breakdown,SURVIVES,,,control-flow guard in note_count_breakdown() - live measurement/library path.
tools/compare_analyses.py,865,branches,,note_count_breakdown,SURVIVES,,,control-flow guard in note_count_breakdown() - live measurement/library path.
tools/compare_analyses.py,867,branches,,note_count_breakdown,SURVIVES,,,control-flow guard in note_count_breakdown() - live measurement/library path.
tools/compare_analyses.py,870,functions,score_margin_by_category,,SURVIVES,,,score_margin_by_category(): live instrument function on the measurement/library path.
tools/compare_analyses.py,883,branches,,score_margin_by_category,SURVIVES,,,control-flow guard in score_margin_by_category() - live measurement/library path.
tools/compare_analyses.py,884,branches,,score_margin_by_category,SURVIVES,,,control-flow guard in score_margin_by_category() - live measurement/library path.
tools/compare_analyses.py,887,branches,,score_margin_by_category,SURVIVES,,,control-flow guard in score_margin_by_category() - live measurement/library path.
tools/compare_analyses.py,889,branches,,score_margin_by_category,SURVIVES,,,control-flow guard in score_margin_by_category() - live measurement/library path.
tools/compare_analyses.py,892,branches,,score_margin_by_category,SURVIVES,,,control-flow guard in score_margin_by_category() - live measurement/library path.
tools/compare_analyses.py,893,branches,,score_margin_by_category,SURVIVES,,,control-flow guard in score_margin_by_category() - live measurement/library path.
tools/compare_analyses.py,897,literals,0.5,score_margin_by_category,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/compare_analyses.py,910,functions,print_report,,SURVIVES,,,print_report(): live instrument function on the measurement/library path.
tools/compare_analyses.py,916,literals,70,print_report,SURVIVES,,,report formatting literal (bar width / separator / truncation) - presentation.
tools/compare_analyses.py,923,literals,70,print_report,SURVIVES,,,report formatting literal (bar width / separator / truncation) - presentation.
tools/compare_analyses.py,925,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,927,literals,40,print_report,SURVIVES,,,report formatting literal (bar width / separator / truncation) - presentation.
tools/compare_analyses.py,927,literals,40,print_report,SURVIVES,,,report formatting literal (bar width / separator / truncation) - presentation.
tools/compare_analyses.py,937,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,939,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,939,literals,20,print_report,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/compare_analyses.py,941,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,943,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,945,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,945,literals,20,print_report,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/compare_analyses.py,946,literals,20,print_report,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/compare_analyses.py,952,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,962,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,964,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,970,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,972,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,974,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,979,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,981,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,989,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,992,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,999,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,1001,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,1003,branches,,print_report,SURVIVES,,,control-flow guard in print_report() - live measurement/library path.
tools/compare_analyses.py,1033,functions,render_html_fragment,,SURVIVES,,,render_html_fragment(): live instrument function on the measurement/library path.
tools/compare_analyses.py,1045,branches,,render_html_fragment,SURVIVES,,,control-flow guard in render_html_fragment() - live measurement/library path.
tools/compare_analyses.py,1047,branches,,render_html_fragment,SURVIVES,,,control-flow guard in render_html_fragment() - live measurement/library path.
tools/compare_analyses.py,1048,branches,,render_html_fragment,SURVIVES,,,control-flow guard in render_html_fragment() - live measurement/library path.
tools/compare_analyses.py,1049,branches,,render_html_fragment,SURVIVES,,,control-flow guard in render_html_fragment() - live measurement/library path.
tools/compare_analyses.py,1050,branches,,render_html_fragment,SURVIVES,,,control-flow guard in render_html_fragment() - live measurement/library path.
tools/compare_analyses.py,1052,branches,,render_html_fragment,SURVIVES,,,control-flow guard in render_html_fragment() - live measurement/library path.
tools/compare_analyses.py,1077,branches,,render_html_fragment,SURVIVES,,,control-flow guard in render_html_fragment() - live measurement/library path.
tools/compare_analyses.py,1085,branches,,render_html_fragment,SURVIVES,,,control-flow guard in render_html_fragment() - live measurement/library path.
tools/compare_analyses.py,1116,functions,compare_files,,SURVIVES,,,compare_files(): live instrument function on the measurement/library path.
tools/compare_analyses.py,1132,branches,,compare_files,SURVIVES,,,control-flow guard in compare_files() - live measurement/library path.
tools/compare_analyses.py,1135,branches,,compare_files,SURVIVES,,,control-flow guard in compare_files() - live measurement/library path.
tools/compare_analyses.py,1137,branches,,compare_files,SURVIVES,,,control-flow guard in compare_files() - live measurement/library path.
tools/compare_analyses.py,1138,branches,,compare_files,SURVIVES,,,control-flow guard in compare_files() - live measurement/library path.
tools/compare_analyses.py,1148,functions,main,,SURVIVES,,,main(): live instrument function on the measurement/library path.
tools/compare_analyses.py,1161,branches,,main,SURVIVES,,,control-flow guard in main() - live measurement/library path.
