kind,ident,line,func,verdict,subclass,manifest_present,flag,finding_slug,note,context
branch,if,883,writeKeyCandidateDump,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeKeyCandidateDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","if (!firstEmitted) { out << "",\n""; }"
branch,ternary,895,writeKeyCandidateDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeKeyCandidateDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << ""      \""hysteresisPromoted\"": "" << (dump.hysteresisPromoted ? ""true"" : ""false"") << "",\n"";"
branch,ternary,896,writeKeyCandidateDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeKeyCandidateDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << ""      \""strongPriorPromoted\"": "" << (dump.strongPriorPromoted ? ""true"" : ""false"") << "",\n"";"
literal,12,905,writeKeyCandidateDump,ESTABLISHED,music-theory,n/a,,,"Pitch-class / fifths arithmetic (12 pcs, 7=fifths-per-step); a music-theory fact.","<< "", \""label\"": \"""" << PCNAME[(c.tonicPc % 12 + 12) % 12] << analysis::keyModeSuffix(m) << ""\"""""
literal,12,905,writeKeyCandidateDump,ESTABLISHED,music-theory,n/a,,,"Pitch-class / fifths arithmetic (12 pcs, 7=fifths-per-step); a music-theory fact.","<< "", \""label\"": \"""" << PCNAME[(c.tonicPc % 12 + 12) % 12] << analysis::keyModeSuffix(m) << ""\"""""
literal,12,905,writeKeyCandidateDump,ESTABLISHED,music-theory,n/a,,,"Pitch-class / fifths arithmetic (12 pcs, 7=fifths-per-step); a music-theory fact.","<< "", \""label\"": \"""" << PCNAME[(c.tonicPc % 12 + 12) % 12] << analysis::keyModeSuffix(m) << ""\"""""
branch,ternary,906,writeKeyCandidateDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeKeyCandidateDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""isMajor\"": "" << (analysis::keyModeIsMajor(m) ? ""true"" : ""false"")"
branch,ternary,920,writeKeyCandidateDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeKeyCandidateDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""completeTriad\"": "" << (c.hasCompleteTriad ? ""true"" : ""false"")"
branch,ternary,922,writeKeyCandidateDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeKeyCandidateDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (ci + 1 < dump.candidates.size() ? "",\n"" : ""\n"");"
function,writeCadenceAnchorJson,943,writeCadenceAnchorJson,SURVIVES,output-surface,,,,"Instrument output surface. Establishment: it CLAIMS to serialize the named analysis view; the diagnostic dumps return before / append after the standard writeJson and are default-off, so the committed corpus is byte-identical (reproduce-check confirmed this session).",[943-998]
branch,ternary,955,writeCadenceAnchorJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeCadenceAnchorJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",ci.rootPc = r.hasAnalyzedChord ? r.chord.identity.rootPc : -1;
branch,if,963,writeCadenceAnchorJson,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeCadenceAnchorJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (!endsPhrase) {
branch,if,965,writeCadenceAnchorJson,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeCadenceAnchorJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (it != phraseBoundaryTicks.end() && *it < r.endTick) {
branch,ternary,980,writeCadenceAnchorJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeCadenceAnchorJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << ""    \""detected\"": ""    << (anchor.detected ? ""true"" : ""false"") << "",\n"";"
branch,ternary,982,writeCadenceAnchorJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeCadenceAnchorJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << ""    \""minorMode\"": ""   << (anchor.minorMode ? ""true"" : ""false"") << "",\n"";"
literal,5,983,writeCadenceAnchorJson,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"out << ""    \""confidence\"": ""  << fmtDouble(anchor.confidence, 5)      << "",\n"";"
branch,ternary,988,writeCadenceAnchorJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeCadenceAnchorJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (i == 0 ? ""\n"" : "",\n"");"
branch,ternary,992,writeCadenceAnchorJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeCadenceAnchorJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""minorMode\"": "" << (c.minorMode ? ""true"" : ""false"")"
branch,ternary,993,writeCadenceAnchorJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeCadenceAnchorJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""endsPhrase\"": "" << (c.endsPhrase ? ""true"" : ""false"")"
branch,ternary,994,writeCadenceAnchorJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeCadenceAnchorJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""chromaticLeadingTone\"": "" << (c.chromaticLeadingTone ? ""true"" : ""false"") << ""}"";"
branch,ternary,996,writeCadenceAnchorJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeCadenceAnchorJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (cadences.empty() ? """" : ""\n    "") << ""]\n"";"
function,writeModulationJson,1011,writeModulationJson,SURVIVES,output-surface,,,,"Instrument output surface. Establishment: it CLAIMS to serialize the named analysis view; the diagnostic dumps return before / append after the standard writeJson and are default-off, so the committed corpus is byte-identical (reproduce-check confirmed this session).",[1011-1061]
branch,ternary,1023,writeModulationJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeModulationJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",ci.rootPc = r.hasAnalyzedChord ? r.chord.identity.rootPc : -1;
branch,if,1027,writeModulationJson,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeModulationJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (!endsPhrase) {
branch,if,1029,writeModulationJson,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeModulationJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (it != phraseBoundaryTicks.end() && *it < r.endTick) {
branch,ternary,1042,writeModulationJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeModulationJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << ""    \""anchorDetected\"": "" << (mod.anchor.detected ? ""true"" : ""false"") << "",\n"";"
branch,ternary,1044,writeModulationJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeModulationJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << ""    \""anchorMinorMode\"": "" << (mod.anchor.minorMode ? ""true"" : ""false"") << "",\n"";"
branch,ternary,1049,writeModulationJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeModulationJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (i == 0 ? ""\n"" : "",\n"");"
branch,ternary,1053,writeModulationJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeModulationJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""minorMode\"": "" << (s.minorMode ? ""true"" : ""false"")"
branch,ternary,1057,writeModulationJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeModulationJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""agreesWithAnchor\"": "" << (s.agreesWithAnchor ? ""true"" : ""false"") << ""}"";"
branch,ternary,1059,writeModulationJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeModulationJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (mod.spans.empty() ? """" : ""\n    "") << ""]\n"";"
function,writeJointKeyJson,1083,writeJointKeyJson,SURVIVES,output-surface,,,,"Instrument output surface. Establishment: it CLAIMS to serialize the named analysis view; the diagnostic dumps return before / append after the standard writeJson and are default-off, so the committed corpus is byte-identical (reproduce-check confirmed this session).",[1083-1186]
branch,ternary,1096,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",ji.rootPc = r.hasAnalyzedChord ? r.chord.identity.rootPc : -1;
branch,if,1100,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (!endsPhrase) {
branch,if,1102,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (it != phraseBoundaryTicks.end() && *it < r.endTick) {
branch,if,1118,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (r.hasAnalyzedChord) {
branch,ternary,1139,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << ""    \""anchorDetected\"": "" << (jk.anchor.detected ? ""true"" : ""false"") << "",\n"";"
branch,ternary,1141,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << ""    \""anchorMinorMode\"": "" << (jk.anchor.minorMode ? ""true"" : ""false"") << "",\n"";"
literal,5,1146,writeJointKeyJson,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"out << ""    \""anchorConfidence\"": "" << fmtDouble(jk.anchor.confidence, 5) << "",\n"";"
branch,ternary,1157,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (i == 0 ? """" : "", "")"
branch,ternary,1159,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""isMajor\"": "" << (st.isMajor ? ""true"" : ""false"") << ""}"";"
branch,ternary,1165,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (i == 0 ? ""\n"" : "",\n"");"
branch,ternary,1169,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""softIsMajor\"": "" << (d.softIsMajor ? ""true"" : ""false"")"
branch,ternary,1171,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""jointIsMajor\"": "" << (d.jointIsMajor ? ""true"" : ""false"")"
branch,ternary,1173,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""prodIsMajor\"": "" << (d.prodIsMajor ? ""true"" : ""false"")"
branch,ternary,1174,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""keyHardPinned\"": "" << (d.keyHardPinned ? ""true"" : ""false"")"
branch,ternary,1175,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""chordPinned\"": "" << (d.chordPinned ? ""true"" : ""false"")"
branch,ternary,1176,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""keyAmbiguous\"": "" << (d.keyAmbiguous ? ""true"" : ""false"")"
branch,ternary,1177,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""coupled\"": "" << (d.coupled ? ""true"" : ""false"")"
branch,ternary,1178,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""jointChanged\"": "" << (d.jointChanged ? ""true"" : ""false"")"
branch,ternary,1179,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""anchorContributed\"": "" << (d.anchorContributed ? ""true"" : ""false"")"
branch,ternary,1180,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""modulationContributed\"": "" << (d.modulationContributed ? ""true"" : ""false"")"
branch,ternary,1184,writeJointKeyJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJointKeyJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (jk.decisions.empty() ? """" : ""\n    "") << ""]\n"";"
function,writeTonicizationJson,1197,writeTonicizationJson,SURVIVES,output-surface,,,,"Instrument output surface. Establishment: it CLAIMS to serialize the named analysis view; the diagnostic dumps return before / append after the standard writeJson and are default-off, so the committed corpus is byte-identical (reproduce-check confirmed this session).",[1197-1235]
branch,ternary,1206,writeTonicizationJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeTonicizationJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",ti.rootPc = r.hasAnalyzedChord ? r.chord.identity.rootPc : -1;
branch,ternary,1225,writeTonicizationJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeTonicizationJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (i == 0 ? ""\n"" : "",\n"");"
branch,ternary,1227,writeTonicizationJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeTonicizationJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""isApplied\"": "" << (l.isApplied ? ""true"" : ""false"")"
branch,ternary,1231,writeTonicizationJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeTonicizationJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""hasSeventh\"": "" << (l.hasSeventh ? ""true"" : ""false"")"
branch,ternary,1234,writeTonicizationJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeTonicizationJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (labels.empty() ? """" : ""\n    "") << ""]"";"
function,relationalRoleName,1249,relationalRoleName,SURVIVES,plumbing,,,,"Harness plumbing / formatting helper (JSON escaping, name mappers, module init, score load, staff eligibility, measure location); no inference decision.",[1249-1259]
branch,switch,1251,relationalRoleName,SURVIVES,serialization-guard,,,,"Serialization / guard switch branch in relationalRoleName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",switch (role) {
branch,case,1252,relationalRoleName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in relationalRoleName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::RelationalRole::None:             return ""None"";"
branch,case,1253,relationalRoleName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in relationalRoleName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::RelationalRole::AugmentedSixth:   return ""AugmentedSixth"";"
branch,case,1254,relationalRoleName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in relationalRoleName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::RelationalRole::Neapolitan:       return ""Neapolitan"";"
branch,case,1255,relationalRoleName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in relationalRoleName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::RelationalRole::AppliedSecondary: return ""AppliedSecondary"";"
branch,case,1256,relationalRoleName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in relationalRoleName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::RelationalRole::ModalMixture:     return ""ModalMixture"";"
function,writeL5Json,1261,writeL5Json,SURVIVES,output-surface,,,,"Instrument output surface. Establishment: it CLAIMS to serialize the named analysis view; the diagnostic dumps return before / append after the standard writeJson and are default-off, so the committed corpus is byte-identical (reproduce-check confirmed this session).",[1261-1352]
branch,if,1268,writeL5Json,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeL5Json; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (regions[j].hasAnalyzedChord && regions[j].chord.identity.rootPc >= 0) {
branch,if,1293,writeL5Json,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeL5Json; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (t.tpc >= 0) { in.noteTpcs.push_back(t.tpc); }
branch,ternary,1296,classifyRelationalLabel,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in classifyRelationalLabel; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",? analysis::classifyRelationalLabel(in)
function,classifyRelationalLabel,1296,classifyRelationalLabel,SURVIVES,plumbing,,,,"Harness plumbing / formatting helper (JSON escaping, name mappers, module init, score load, staff eligibility, measure location); no inference decision.",[1296-1297]
literal,0.0,1308,writeL5Json,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,u.resolverConfidence = 0.0;  // no resolver here (the override needs the L4-decoder carried contract)
branch,if,1317,writeL5Json,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeL5Json; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (r.hasAnalyzedChord) {
branch,ternary,1341,writeL5Json,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeL5Json; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (i == 0 ? ""\n"" : "",\n"");"
branch,ternary,1347,writeL5Json,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeL5Json; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""openMark\"": "" << (u.openMark ? ""true"" : ""false"")"
branch,ternary,1351,writeL5Json,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeL5Json; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (out5.units.empty() ? """" : ""\n    "") << ""]"";"
function,writeRegionKeyMarginJson,1367,writeRegionKeyMarginJson,SURVIVES,output-surface,,,,"Instrument output surface. Establishment: it CLAIMS to serialize the named analysis view; the diagnostic dumps return before / append after the standard writeJson and are default-off, so the committed corpus is byte-identical (reproduce-check confirmed this session).",[1367-1392]
branch,ternary,1380,writeRegionKeyMarginJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeRegionKeyMarginJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",const int rootPc = r.hasAnalyzedChord ? r.chord.identity.rootPc : -1;
branch,ternary,1381,writeRegionKeyMarginJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeRegionKeyMarginJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (i ? "",\n    "" : ""\n    "");"
literal,6,1386,writeRegionKeyMarginJson,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""keySeqMargin\"": "" << fmtDouble(r.keySeqMargin, 6)"
literal,6,1387,writeRegionKeyMarginJson,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""keySigmoid\"": "" << fmtDouble(r.key.normalizedConfidence, 6)"
branch,ternary,1388,writeRegionKeyMarginJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeRegionKeyMarginJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""uncertain\"": "" << (r.keySeqMargin < 1.0 ? ""true"" : ""false"")"
literal,1.0,1388,writeRegionKeyMarginJson,ESTABLISHED,diagnostic-threshold,n/a,,,'uncertain' display flag bar (keySeqMargin<1.0) in --dump-region-keymargin (default off).,"<< "", \""uncertain\"": "" << (r.keySeqMargin < 1.0 ? ""true"" : ""false"")"
branch,ternary,1391,writeRegionKeyMarginJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeRegionKeyMarginJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (regions.empty() ? ""]"" : ""\n  ]"") << ""\n}\n"";"
function,writeFanoutJson,1409,writeFanoutJson,SURVIVES,output-surface,,,,"Instrument output surface. Establishment: it CLAIMS to serialize the named analysis view; the diagnostic dumps return before / append after the standard writeJson and are default-off, so the committed corpus is byte-identical (reproduce-check confirmed this session).",[1409-1434]
branch,ternary,1422,writeFanoutJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeFanoutJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",const int rootPc = r.hasAnalyzedChord ? r.chord.identity.rootPc : -1;
branch,ternary,1423,writeFanoutJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeFanoutJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (i ? "",\n    "" : ""\n    "");"
branch,ternary,1433,writeFanoutJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeFanoutJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << (regions.empty() ? ""]"" : ""\n  ]"") << ""\n}\n"";"
function,writeJson,1436,writeJson,SURVIVES,output-surface,,,,"Instrument output surface. Establishment: it CLAIMS to serialize the named analysis view; the diagnostic dumps return before / append after the standard writeJson and are default-off, so the committed corpus is byte-identical (reproduce-check confirmed this session).",[1436-1607]
branch,ternary,1464,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",const int rootPitchClass = r.hasAnalyzedChord ? r.chord.identity.rootPc : -1;
branch,ternary,1466,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","? analysis::ChordSymbolFormatter::formatSymbol(r.chord, r.key.keySignatureFifths)"
branch,ternary,1469,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",? analysis::ChordSymbolFormatter::formatRomanNumeral(r.chord)
branch,ternary,1477,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",? 0.0
literal,0.0,1477,writeJson,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,? 0.0
literal,12,1482,writeJson,ESTABLISHED,music-theory,n/a,,,"Pitch-class / fifths arithmetic (12 pcs, 7=fifths-per-step); a music-theory fact.",for (int bit = 0; bit < 12; ++bit) {
branch,if,1483,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (r.pcMask & (static_cast<uint16_t>(1u) << bit)) ++noteCount;
literal,4,1490,writeJson,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"out << ""      \""beat\"": ""            << fmtDouble(r.beat, 4)                                 << "",\n"";"
literal,6,1493,writeJson,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"out << ""      \""duration\"": ""        << fmtDouble(durationQn, 6)                             << "",\n"";"
literal,5,1498,writeJson,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"out << ""      \""chordScore\"": ""      << fmtDouble(chordScore, 5)                             << "",\n"";"
literal,5,1499,writeJson,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"out << ""      \""chordScoreMargin\"": ""<< fmtDouble(chordMargin, 5)                            << "",\n"";"
branch,if,1504,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (r.keyRanked.size() >= 2) {
literal,2,1504,writeJson,ESTABLISHED,structural,n/a,,,Cardinality guard / exit-code constant; structural.,if (r.keyRanked.size() >= 2) {
branch,ternary,1516,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << ""      \""bassIsRoot\"": ""      << (bassIsRoot ? ""true"" : ""false"")                      << "",\n"";"
branch,ternary,1518,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << ""      \""diatonicToKey\"": ""    << (r.chord.function.diatonicToKey ? ""true"" : ""false"") << "",\n"";"
branch,ternary,1519,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","out << ""      \""hasAnalyzedChord\"": "" << (r.hasAnalyzedChord ? ""true"" : ""false"")           << "",\n"";"
literal,6,1528,writeJson,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< ""\""weight\"": "" << fmtDouble(tone.weight, 6) << "", """
branch,ternary,1529,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< ""\""isBass\"": "" << (tone.isBass ? ""true"" : ""false"") << "", """
branch,ternary,1533,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< ""}"" << (isLastTone ? """" : "","") << ""\n"";"
branch,ternary,1551,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< ""\""bassIsRoot\"": ""     << (altBassIsRoot ? ""true"" : ""false"") << "", """
literal,5,1554,writeJson,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< ""\""score\"": ""          << fmtDouble(alt.identity.score, 5)"
branch,if,1556,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","if (!isLastAlt) out << "","";"
branch,if,1562,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","if (!isLast) out << "","";"
branch,if,1566,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (dumpCadenceAnchor || dumpTonicization || dumpModulation || dumpJointKey || dumpL5) {
branch,if,1569,writeJson,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in writeJson; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (dumpCadenceAnchor) {
