file,dimension,locator,line,verdict,rubric_class,reason,flagged,finding
src/composing/analysis/function/functionmodulation.cpp,branch,if@138,138,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionmodulation.cpp,branch,if@153,153,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionmodulation.cpp,branch,if@53,53,ASSUMPTION,branch,The §5.3/§5.4 cadence-confirmation gate counts ANY FunctionalCadence type with a matching tonic; the design and this file own header restrict confirmation to an authentic OR half cadence. A deceptive/plagal/evaded cadence would wrongly confirm a modulation (a deceptive cadence by definition denies the tonic). [finding anchor src/composing/analysis/function/functionmodulation.cpp:53],yes,modulation-confirmation-admits-all-cadence-types
src/composing/analysis/function/functionmodulation.cpp,branch,ternary@66,66,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionmodulation.cpp,branch,ternary@70,70,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionmodulation.cpp,branch,ternary@77,77,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionmodulation.cpp,crosslayer,functionmodulation.h@22,22,SURVIVES,crosslayer,external/std-library include; no layer coupling.,no,
src/composing/analysis/function/functionmodulation.cpp,function,decideTonicizationVsModulation@27,27,ASSUMPTION,code,The §5.3/§5.4 cadence-confirmation gate counts ANY FunctionalCadence type with a matching tonic; the design and this file own header restrict confirmation to an authentic OR half cadence. A deceptive/plagal/evaded cadence would wrongly confirm a modulation (a deceptive cadence by definition denies the tonic). [finding anchor src/composing/analysis/function/functionmodulation.cpp:60],yes,modulation-confirmation-admits-all-cadence-types
src/composing/analysis/function/functionmodulation.cpp,function,detectAndDecideModulations@95,95,SURVIVES,code,L5-DORMANT function in the §5.3/§5.4 tonicization-vs-modulation arbiter + recompute; no production consumer (only functionmodulation_tests + the batch_analyze diagnostic); byte-identical on production.,no,
src/composing/analysis/function/functionmodulation.cpp,function,modulationRecompute@108,108,SURVIVES,code,L5-DORMANT function in the §5.3/§5.4 tonicization-vs-modulation arbiter + recompute; no production consumer (only functionmodulation_tests + the batch_analyze diagnostic); byte-identical on production.,no,
src/composing/analysis/function/functionmodulation.cpp,literal,[0.0]@51,51,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionmodulation.cpp,literal,[0.0]@77,77,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionmodulation.cpp,literal,[1.0]@77,77,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionmodulation.h,crosslayer,composing/analysis/section/localmodulationdetector.h@97,97,SURVIVES,crosslayer,forward/lateral include of the section substrate (L5 consumes L1-L4 + vocabulary/spelling); consistent with the §2 forward-only constraint.,no,
src/composing/analysis/function/functionmodulation.h,crosslayer,forwardoverride.h@99,99,SURVIVES,crosslayer,external/std-library include; no layer coupling.,no,
src/composing/analysis/function/functionmodulation.h,crosslayer,functioncadence.h@98,98,SURVIVES,crosslayer,external/std-library include; no layer coupling.,no,
src/composing/analysis/function/functionmodulation.h,field,baseChangeCost@111,111,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,cadenceConfirmed@143,143,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,cadentialWeight@145,145,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,changeCost@150,150,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,confirmingCadenceCount@144,144,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,durationWholeNotes@146,146,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,endTick@138,138,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,fired@190,190,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,isHomeKey@142,142,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,isModulation@152,152,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,minorMode@140,140,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,newMinorMode@193,193,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,newTonicPc@192,192,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,override@117,117,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,persistenceEvidence@149,149,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,slicesReread@191,191,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,spellingSupport@147,147,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,startTick@137,137,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,tonicPc@139,139,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,wCadentialWeight@113,113,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,wDuration@112,112,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,field,wSpelling@114,114,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionmodulation.h,literal,[0.0]@145,145,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionmodulation.h,literal,[0.0]@146,146,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionmodulation.h,literal,[0.0]@149,149,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionmodulation.h,literal,[0.0]@150,150,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionmodulation.h,literal,[0.5]@114,114,UNFIT,constant,Named precision-phase weight/threshold default (hand-set 'NOT tuned' firewall seed); NOT in param_manifest.json. Dormant: changes no production output. Only the direction is fixed by the design; the value is a Stage-5 fit candidate.,no,
src/composing/analysis/function/functionmodulation.h,literal,[1.0]@111,111,UNFIT,constant,Named precision-phase weight/threshold default (hand-set 'NOT tuned' firewall seed); NOT in param_manifest.json. Dormant: changes no production output. Only the direction is fixed by the design; the value is a Stage-5 fit candidate.,no,
src/composing/analysis/function/functionmodulation.h,literal,[1.0]@112,112,UNFIT,constant,Named precision-phase weight/threshold default (hand-set 'NOT tuned' firewall seed); NOT in param_manifest.json. Dormant: changes no production output. Only the direction is fixed by the design; the value is a Stage-5 fit candidate.,no,
src/composing/analysis/function/functionmodulation.h,literal,[1.0]@113,113,UNFIT,constant,Named precision-phase weight/threshold default (hand-set 'NOT tuned' firewall seed); NOT in param_manifest.json. Dormant: changes no production output. Only the direction is fixed by the design; the value is a Stage-5 fit candidate.,no,
src/composing/analysis/function/functionmodulation.h,literal,[1920.0]@128,128,ESTABLISHED,constant,"FACT: MuseScore whole-note tick unit (480 ticks/quarter) — a stable time unit, not a threshold.",no,
src/composing/analysis/function/functionoutput.cpp,branch,if@38,38,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionoutput.cpp,branch,if@39,39,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionoutput.cpp,branch,if@53,53,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionoutput.cpp,branch,if@57,57,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionoutput.cpp,branch,if@79,79,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionoutput.cpp,branch,if@92,92,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionoutput.cpp,branch,ternary@58,58,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionoutput.cpp,crosslayer,composing/analysis/function/functionoutput.h@23,23,SURVIVES,crosslayer,"sibling L5 function/ include (the §6 single-owner reuse, not duplication).",no,
src/composing/analysis/function/functionoutput.cpp,function,assembleFunctionOutput@67,67,ASSUMPTION,code,combinedBoundary = combined/(combined+kBoundary) has no guard for kBoundary<=0; with kBoundary=0 and combined=0 it is 0/0 (NaN). The default kBoundary=1.0 is safe and the path is dormant — a latent edge only if a future caller zeroes the seed. [finding anchor src/composing/analysis/function/functionoutput.cpp:132],yes,combined-boundary-no-kboundary-positivity-guard
src/composing/analysis/function/functionoutput.cpp,function,cadenceVoteForUnit@33,33,SURVIVES,code,L5-DORMANT function in the §7 output assembly (the L5→L6 contract); no production consumer (only functionoutput_tests + the batch_analyze diagnostic); byte-identical on production.,no,
src/composing/analysis/function/functionoutput.cpp,function,licensedFitForUnit@51,51,SURVIVES,code,L5-DORMANT function in the §7 output assembly (the L5→L6 contract); no production consumer (only functionoutput_tests + the batch_analyze diagnostic); byte-identical on production.,no,
src/composing/analysis/function/functionoutput.cpp,literal,[0.0]@36,36,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionoutput.cpp,literal,[0.0]@54,54,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionoutput.cpp,literal,[0.0]@58,58,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionoutput.cpp,literal,[0.0]@61,61,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionoutput.cpp,literal,[1.0]@58,58,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionoutput.h,crosslayer,composing/analysis/chord/chordanalyzer.h@73,73,SURVIVES,crosslayer,forward/lateral include of the chord substrate (L5 consumes L1-L4 + vocabulary/spelling); consistent with the §2 forward-only constraint.,no,
src/composing/analysis/function/functionoutput.h,crosslayer,functioncadence.h@74,74,SURVIVES,crosslayer,external/std-library include; no layer coupling.,no,
src/composing/analysis/function/functionoutput.h,crosslayer,functionmodulation.h@75,75,SURVIVES,crosslayer,external/std-library include; no layer coupling.,no,
src/composing/analysis/function/functionoutput.h,crosslayer,functionprogression.h@76,76,SURVIVES,crosslayer,external/std-library include; no layer coupling.,no,
src/composing/analysis/function/functionoutput.h,crosslayer,functionrelationallabel.h@77,77,SURVIVES,crosslayer,external/std-library include; no layer coupling.,no,
src/composing/analysis/function/functionoutput.h,field,cadenceVoteWeight@86,86,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,cadences@138,138,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,chord@159,159,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,combined@89,89,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,combinedBoundary@98,98,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,committed@160,160,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,committedIdentity@126,126,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,committedIdentity@158,158,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,confidence@123,123,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,endTick@118,118,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,endTick@132,132,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,endTick@156,156,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,kBoundary@108,108,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,licensedProgressionFit@87,87,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,localMinorMode@135,135,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,localTonicPc@134,134,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,modulated@136,136,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,nextBestMargin@88,88,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,openMark@124,124,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,openMark@165,165,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,region@144,144,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,relational@162,162,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,relationalRole@121,121,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,resolverConfidence@166,166,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,romanNumeral@120,120,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,sliceIndex@116,116,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,startTick@117,117,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,startTick@131,131,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,startTick@155,155,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,units@143,143,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,wCadenceVote@103,103,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,wLicensedFit@104,104,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,field,wNextBestMargin@105,105,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionoutput.h,literal,[0.0]@166,166,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionoutput.h,literal,[0.0]@86,86,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionoutput.h,literal,[0.0]@87,87,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionoutput.h,literal,[0.0]@88,88,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionoutput.h,literal,[0.0]@89,89,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionoutput.h,literal,[0.0]@98,98,ESTABLISHED,constant,"Structural double (a zero/one identity default, a [0,1] clamp bound, a boolean-as-double 1/0 indicator, or a >0 guard) — not a tuned parameter.",no,
src/composing/analysis/function/functionoutput.h,literal,[1.0]@103,103,UNFIT,constant,Named precision-phase weight/threshold default (hand-set 'NOT tuned' firewall seed); NOT in param_manifest.json. Dormant: changes no production output. Only the direction is fixed by the design; the value is a Stage-5 fit candidate.,no,
src/composing/analysis/function/functionoutput.h,literal,[1.0]@104,104,UNFIT,constant,Named precision-phase weight/threshold default (hand-set 'NOT tuned' firewall seed); NOT in param_manifest.json. Dormant: changes no production output. Only the direction is fixed by the design; the value is a Stage-5 fit candidate.,no,
src/composing/analysis/function/functionoutput.h,literal,[1.0]@105,105,UNFIT,constant,Named precision-phase weight/threshold default (hand-set 'NOT tuned' firewall seed); NOT in param_manifest.json. Dormant: changes no production output. Only the direction is fixed by the design; the value is a Stage-5 fit candidate.,no,
src/composing/analysis/function/functionoutput.h,literal,[1.0]@108,108,UNFIT,constant,Named precision-phase weight/threshold default (hand-set 'NOT tuned' firewall seed); NOT in param_manifest.json. Dormant: changes no production output. Only the direction is fixed by the design; the value is a Stage-5 fit candidate.,no,
src/composing/analysis/function/functionprogression.cpp,branch,if@100,100,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionprogression.cpp,branch,if@106,106,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
