id,category,file,line,unit_kind,tier,matched_signatures,date,ratified_by,evidence_pointer,dedup_group_size,status,conformance,decision_text
DH-04839,open_items,open_items/OI-48.md,3,blockquote,broad,never,,,OI-48;OPEN_ITEMS.md;backlog_chord_track_flag.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04840,open_items,open_items/OI-48.md,7,table_row,broad,never,2026-07-13,,OI-48;OI-61;backlog_chord_track_flag.md;claude/projects/c--s-MS/memory/backlog_chord_track_flag.md;STATUS.md;DEFECT_TYPES.md;regiontonecollector.h;cc_backlog_triage_report.md,1,,,"| OI-48 | `backlog_chord_track_flag.md` referenced by two live docs, file DOES NOT EXIST (contradiction J). **RESOLVED AS A FACT (backlog triage, 2026-07-13): the file EXISTS — it is a Claude Code MEMORY** (`~/.claude/projects/c--s-MS/memory/backlog_chord_track_flag.md`, 1017 bytes), never a repo file, so **nothing is lost**; what dangles is the repo-internal reference. Referenced from `STATUS.md:3744` (the Future-Architectural-Considerations list) and cited as the canonical DT-12 example at `DEFECT_TYPES.md:24` (self-referential — resolving the reference makes that example stale, note it there). **The SUBSTANCE is live and real at the code:** `regiontonecollector.h:73` `isChordTrackStaff()` still detects the chord track by staff NAME; the Part-level-flag replacement is unbuilt (also listed at OI-61). | STATUS refs; `cc_backlog_triage_report.md` §1; `regiontonecollector.h:73`; OI-61 | OPEN — **ASSIGNED (doc-sync):** re-point `STATUS.md:3744` at this register row (the ONE home) and note the `DEFECT_TYPES.md:24` example is spent, at the next STATUS.md touch. The code substance rides OI-61 |"
DH-04841,open_items,open_items/OI-49.md,3,blockquote,broad,never,,,OI-49;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04842,open_items,open_items/OI-5.md,3,blockquote,broad,never,,,OI-5;OPEN_ITEMS.md;cowork_engage_arc_plan.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04843,open_items,open_items/OI-5.md,7,table_row,high,premise,,,OI-5;cowork_engage_arc_plan.md,1,,,| OI-5 | EG-4: confidence-scale commensurability (T1-3/S19/F-1/D-FS) owes #17 ledger + desk sim before any θ/kBoundary fit; combinedBoundary calibration already FAILED (D-8) | arc plan; premise-debt T1-3 | OPEN |
DH-04844,open_items,open_items/OI-50.md,1,heading,broad,decided/decision,,,OI-50;OPEN_ITEMS.md,1,,,"# OI-50 — FQ-2 ""decided at Stage 2"" vs ""enumerated-not-resolved"""
DH-04845,open_items,open_items/OI-50.md,3,blockquote,broad,never,,,OI-50;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04846,open_items,open_items/OI-50.md,7,table_row,broad,decided/decision,,,OI-50,1,,,"| OI-50 | FQ-2 ""decided at Stage 2"" (arc plan) vs ""enumerated-not-resolved"" (L5-engage) (contradiction G) | arc plan; L5-engage | OPEN — annotate arc plan |"
DH-04847,open_items,open_items/OI-51.md,1,heading,high,shelved,,,OI-51;OPEN_ITEMS.md,1,,,# OI-51 — Foreign uncommitted SHELVED-banner edit
DH-04848,open_items,open_items/OI-51.md,3,blockquote,broad,never,,,OI-51;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04849,open_items,open_items/OI-51.md,7,table_row,high,shelved,,,OI-51;cowork_joint_key_chord_design.md,1,,,| OI-51 | Foreign uncommitted `cowork_joint_key_chord_design.md` SHELVED-banner edit sitting in the working tree since session 35 | cc_eg2 §0 | OPEN — fold or discard |
DH-04850,open_items,open_items/OI-52.md,3,blockquote,broad,never,,,OI-52;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04851,open_items,open_items/OI-52.md,7,table_row,high,ratified;user-ratified;adjudicated;STOP (#13);decided/decision;never;verdict,2026-07-10,user,OI-52;OI-42;OI-132;OI-33;a8_rebaseline_measure.py;compare_analyses.py;compare_rn.py;cowork_adjudication_dossier.md,1,,,"| OI-52 | S20 — the metric's core comparison written out four times (adopted out of §F by the backlog triage, 2026-07-13). ""Does our root equal the ground-truth root"" is a bare `==` re-implemented at every graded site — `a8_rebaseline_measure.py:148` (the GOVERNING hard stop), `compare_analyses.py:243-244` (`_roots_match`), `compare_rn.py:352/370/474` (the robust-unit grid) — the derivation behind it is single-owned; only the one-line comparison repeats. **The row's old ""trivial; likely not worth it — decide and close either way"" status was STALE:** the A6 verdict — *""add the one shared helper at the next instrument touch; close the row then. Not worth its own commit; not acceptable to leave forever""* — was **already user-ratified 2026-07-10** under OI-42 (`cowork_adjudication_dossier.md:78-84`); the register row was never updated. **And the risk A6 named has since FIRED in the sibling family:** OI-132's discovery D2 found the two OURS *key*-parsers embedding different music-theory readings, so folding them moves a graded figure either way. The root comparison carries the same latent nuance today — the abstain convention (OI-33) had to be written into PROSE precisely because ""what does a missing root mean"" must be decided identically at every `==` site (`a8_rebaseline_measure.py:34` states it; the other sites each re-implement the comparison). A convention enforced by prose across four copies is the construction that produced D2. | `cc_backlog_triage_report.md` §3; `cowork_adjudication_dossier.md:78-84` (A6, ratified at OI-42); OI-132 (D2, the materialized risk); OI-33; audit UNCLEAR-6 (the origin) | ✅ RESOLVED 2026-07-13 (the harness group, `cc_harness_group_report.md`): the shared helper is `compare_analyses.roots_agree(ours_root_pc, gt_root_pc)`, and **every** OURS-vs-ground-truth root comparison routes through it — `a8_rebaseline_measure:148` (the GOVERNING hard stop), `compare_analyses._roots_match`, and `compare_rn`'s three (`classify_pair`'s root-only fallback, its `root_match`, and the `root_agree` denominator). **A complete enumeration found THREE MORE the row had not listed** — `compare_analyses.three_way_classify` (the three-way BIR metric's ours-vs-DCML leg), `dcml_direct` and `dcml_anchored` — and they were folded too, since closing the row while leaving three more copies of the very comparison it is about would have been a false close. `three_way_classify`'s music21-vs-DCML leg deliberately does NOT route through it: that is corroborator-vs-GT, not ours-vs-GT, and the helper's convention is about OUR abstain. The helper's substance is the ABSTAIN CONVENTION (OI-33), now encoded once instead of carried by prose across the sites: OURS abstained vs a resolved GT root is a DISAGREEMENT (so the root metric stays non-abstention-reducible), while a GT root that did not resolve is a SCOREABILITY question each caller settles BEFORE calling (`classify_pair` drops the pair; the `root_agree` denominator guards `is not None`) — those guards deliberately stay at their call sites, because they decide the denominator, not the equality. **The D2 risk was checked, not assumed:** `compare_analyses.classify` is the one site with no GT-None guard, where `None == None` → True would read a both-abstained pair as a root match. MEASURED over the committed corpus — **0 of 33,296 aligned pairs (all 3 presets) carry a None root on either leg** — so the divergence is latent-but-unreachable and the sites agree in practice as well as in intent. Unlike the KEY parsers (OI-132's D2, where folding moved a graded figure), this fold is value-identical BY CONSTRUCTION, and that was PROVEN EXHAUSTIVELY rather than sampled: `roots_agree(a,b) == (a == b)` on all 169 (a,b) over the full domain {None, 0..11}², and `three_way_classify` old-vs-new agrees on all 2,197 (ours, m21, dcml) triples. **PROVEN INERT on the governing metric independently of the C++ work** (the Python fold was gated against the committed corpus before the harness was rebuilt): a8_diff **+0/−0 on all presets**, class-(b) hard-stop duration **Δ+0**, calib 4/4 byte-identical, validate 3/3; the batch diagnostic reproduces 54/24/54. Landed folded into the harness-group tooling touch, as the A6 verdict allowed. |"
DH-04852,open_items,open_items/OI-53.md,3,blockquote,broad,never,2026-07-13,,OI-53;OPEN_ITEMS.md;cc_backlog_triage_report.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04853,open_items,open_items/OI-53.md,7,table_row,high,refuted;excluded;superseded;do not (revert/…);decided/decision;deferred,2026-07-13,,OI-53;OI-107;OI-112;chordsymbolformatter.cpp;regionanalyzer.cpp;notationcomposingbridge.cpp;notationcontextmenumodel.cpp;functionrelationallabel.cpp,1,,,"| OI-53 | Tonicization classifier (V/V, V/ii) wired, not implemented | STATUS post-sub #9 | ✅ **SUPERSEDED 2026-07-13** (backlog triage; verified at the code, not at assertion) — **the claim is refuted both ways.** A tonicization classifier IS implemented AND IS live: `chordsymbolformatter.cpp:901-940` emits `V7/x` and `vii°/x` (fires on `nextRootPc >= 0`, excludes the tonic so plain V→I stays ""V7""), fed **unconditionally** by `backfillNextRootPc` (`regionanalyzer.cpp:284-290`, called at `:1465`) and user-reachable via `formatRomanNumeral` (`notationcomposingbridge.cpp:492/809/944/1159`; `notationcontextmenumodel.cpp:87`). A RICHER version — applied/secondary labeling with the chromatic-leading-tone guard, plus the tonicization-vs-modulation arbiter — is implemented and **dormant** in the certified L5 machinery (`functionrelationallabel.cpp:215` `emitAppliedLabel`, `functionmodulation.cpp:26` `decideTonicizationVsModulation`, `tonicizationlabeler.cpp:64`), engaging at E4. **Carried forward (#12), not dropped:** the LIVE labeler's known limits — only dom7 and dim/half-dim trigger (a plain major-triad V/x is dropped, stated at `functionrelationallabel.cpp:229`) and the inline path has no chromatic-leading-tone guard — are **subsumed by the dormant L5 labeler at its engage** (that is the fix; do not patch the inline path, #8). Also stale: `ARCHITECTURE.md` doc-version 3.25's ""tonicization and augmented sixth labels deferred (no classifier implemented)"" → fold into OI-107/OI-112. |"
DH-04854,open_items,open_items/OI-54.md,3,blockquote,broad,never,2026-07-13,,OI-54;OPEN_ITEMS.md;cc_backlog_triage_report.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04855,open_items,open_items/OI-54.md,7,table_row,high,superseded,2026-07-13,,OI-54;OI-4;OI-38;OI-58;cc_backlog_triage_report.md,1,,,"| OI-54 | Pedal-point calibration needs corpus evidence (= OI-4/OI-38 pedal-dense corpus) | STATUS post-sub #10 | ✅ **SUPERSEDED — merge re-confirmed 2026-07-13** (both absorbing rows OPEN and both still carry the pedal-dense corpus). Stays listed until OI-4/OI-38 close, per this register's own MERGED convention. *(The related piano-sustain-pedal DECAY gap — a different thing from the harmonic pedal point — is OI-58 sub-item 5, §H.)* |"
DH-04856,open_items,open_items/OI-55.md,3,blockquote,broad,never,,,OI-55;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04857,open_items,open_items/OI-55.md,5,paragraph,broad,decided/decision,2026-07-13,,OI-55;OI-68;OI-73;OPEN_ITEMS.md;chordanalyzer.cpp;chordanalyzer_tests.cpp;chordslicedecoder.cpp;decode_chord_tests.cpp,73,,,**Section B — Owned by Stage-3 / E4 (build + design decisions at the engage step)**
DH-04858,open_items,open_items/OI-55.md,7,table_row,high,do not (revert/…);decided/decision;verdict,2026-07-13,,OI-55;OI-68;OI-73;chordanalyzer.cpp;chordanalyzer_tests.cpp;chordslicedecoder.cpp;decode_chord_tests.cpp;cc_backlog_triage_report.md,1,,,"| OI-55 | Ninth-detection gap — melody/harmony conflation (adopted out of the §G submission-era backlog by the backlog triage, 2026-07-13; **STILL REAL, verified at code**). The LIVE ninth verdict is a bare pitch-class weight cutoff — `chordanalyzer.cpp:302-314` (`f.hasNinthNatural = w(2) > extThreshold` etc.; `kExtensionThreshold=0.20` at `:129`) over ONE 12-bin pitch-class histogram, blunted further by a floor (`:1081` `pcWeight[pc] += std::max(0.1, t.weight)` — every sounding tone contributes ≥0.1 however fleeting). **Nothing in that decision knows which voice, staff, or line a note came from**: no non-chord-tone verdict, no membership test, no melody/harmony separation on the production path (the one passing-tone guard, `bassPassingToneMinWeightFraction`, applies ONLY to bass-pitch selection). Live tests confirm the verdict is a tunable cutoff, not a musical judgement — the SAME voicing flips the ninth on/off purely by moving the threshold (`chordanalyzer_tests.cpp:2218` Jazz 0.12 detected vs `:2243` Standard 0.20 not-detected). **The discriminator EXISTS but is DORMANT:** `ChordSliceDecoder::classifyMembership` (`chordslicedecoder.cpp:794-855`) returns `chordTonePcs`/`nonChordTonePcs` through a stepwise-embellishment ladder, and its own comment names this exact bug — *""the passing D heard as Cadd9's ninth""* (`:825`); it has a dedicated test on the dormant path (`decode_chord_tests.cpp:658` `Memb_G2_CVsCadd9Discriminator`). | `cc_backlog_triage_report.md` §1; `chordanalyzer.cpp:302-314/1081`; `chordslicedecoder.cpp:794-855`; `decode_chord_tests.cpp:658`; STATUS post-sub #11 (the origin) | OPEN — **ASSIGNED: the L4 decoder engagement (E4) + the NCT-filter L4 lever (OI-68)**; the membership verdict's publication is OI-73. **Gate: E4 — do NOT fix earlier (#8).** The fix is the membership verdict, not a threshold re-tune |"
DH-04859,open_items,open_items/OI-56.md,3,blockquote,broad,never,,,OI-56;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04860,open_items,open_items/OI-56.md,5,paragraph,high,ratified;adjudicated,2026-05-14,user,OI-56;OI-38;OI-57;OPEN_ITEMS.md;auto_review.py;ARCHITECTURE.md;docs/llm_triage_design.md;cc_backlog_triage_report.md,10,,,**Section E — User adjudication / ratification pending**
DH-04861,open_items,open_items/OI-56.md,7,table_row,broad,decided/decision;deferred;never,2026-05-14,user,OI-56;OI-38;OI-57;auto_review.py;ARCHITECTURE.md;docs/llm_triage_design.md;cc_backlog_triage_report.md;tools/llm_triage/,1,,,"| OI-56 | ★ AWAITING THE USER — **do we want a music-theory judge that works WITHOUT ground truth?** (adopted out of the §G submission-era backlog by the backlog triage, 2026-07-13.) **Checked:** `auto_review.py` exists nowhere in the repo; it was DESIGNED at `ARCHITECTURE.md:5717-5770` in three modes. **Mode 3** (score against known ground truth) is now massively over-served by the measurement chain (compare_analyses / compare_rn / characterise_bir_false / a8 / robust_stop_diff) — obsolete either way. **Modes 1/2** (judge on music-theory grounds alone, *""without corpus ground truth dependency… for repertoire not covered by DCML/WiR/Bach chorale annotations""*, `:5721-5725`) are the item's actual reason for existing and have **NO code on master** (zero `anthropic`/`openai`/`llm judge` hits in `tools/`+`src/`; `docs/llm_triage_design.md:3` — ""Discussion only. No implementation committed.""). **An implementation DOES exist on the unmerged `llm-triage` branch** (`git merge-base --is-ancestor llm-triage master` → 1; last commit 2026-05-14; `tools/llm_triage/` present there; `ARCHITECTURE.md:5744-5752` warns it ""needs periodic re-merging""). **Why this is the user's call, not a rule application:** an LLM judge is NOT ground truth (#9; the standing ""music21 is not ground truth"" convention), so it could never GRADE us — at most it could TRIAGE (point a human at the scores most likely wrong). Whether that is worth having, and worth maintaining a branch for, is a scope judgement. **THE OPTIONS: (a) LAND IT, RESCOPED** — merge the `llm-triage` judge restricted to Modes 1/2, explicitly a triage instrument that never produces a graded number (cost: merging a two-month-old branch + maintenance; payoff: the first quality signal we would ever have on the ~163 unannotated scores, which matters more once OI-38 lands); **(b) DEFER to the corpus-onboarding event (OI-38)** — keep the row, decide when non-annotated repertoire is actually onboarded (costs nothing; the branch rots further); **(c) DROP IT** — declare the ground-truth chain sufficient and close (honest and cheap, but we accept never knowing how good the analysis is outside the annotated corpora). | `cc_backlog_triage_report.md` §4; `ARCHITECTURE.md:5717-5770`; `docs/llm_triage_design.md:3`; the `llm-triage` branch; STATUS post-sub #12 (the origin); OI-38/OI-57 | ✅ DECIDED by the user, 2026-07-13: **a HUMAN acts as ground truth where no formal ground truth exists** — the human decides by any method they choose, INCLUDING using the triage judge as guidance. So the judge lands eventually as a guidance instrument for the human-as-ground-truth workflow (never a grader, never a graded number); the branch is preserved until then. **WHEN is tied to the corpus-onboarding event (OI-38) and the user has put the timing itself up for debate** — ""when must we do a lot of jazz, pop, Schönberg/Wagner/R. Strauss/the Monday Group/impressionism etc"" — recorded as an open scheduling question AT OI-38. Row closes into OI-38's event scope. |"
DH-04862,open_items,open_items/OI-57.md,3,blockquote,broad,never,,,OI-57;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04863,open_items,open_items/OI-57.md,7,table_row,high,superseded,2026-04-24,,OI-57;OI-124;OI-130;OI-38;OI-39;ours.json;music21.json;tools/tests/test_snapshot_sources.py,1,,,"| OI-57 | Corpus QA systematic pass — **RESCOPED at the backlog triage (2026-07-13); half superseded, half real and MEASURED.** **SUPERSEDED half (the ground-truth corpora):** the manifest discipline that did not exist in the 84-score-registry era now does — `run_bach_preset._write_manifest` fingerprints every `.ours.json` AND (since OI-124) the paired `.music21.json` ground truth; `characterise_bir_false.validate_corpus_dir` refuses a stale/foreign/incomplete/preset-crossed dir; `tools/tests/test_snapshot_sources.py` pins the source bytes against `snapshot_sources_manifest.json`; the music21 v9.9.1 pin is enforced at produce time (OI-130). **STILL REAL half (the extra-scores registry — exactly what the item was about), counted at the data:** `tools/extra_scores_registry.json` holds **140 entries** (jazz 104 + piazzolla 6 + steelydan 23 + snarkypuppy 7; `_updated: 2026-04-24`) against **163 score files on disk** under `tools/extra scores/` → **23 unregistered**, including **ALL 20 `hiromi/` scores** that `docs/score_inventory.md:33` designates the LLM-triage corpus, plus 3 duplicate `(1).mscz` files. **No tool validates this registry** (grep: no validator among the three files that reference it). `docs/llm_triage_design.md:17` still says ""~125 scores"" — stale against the actual 140. All 140 entries carry `ground_truth: false`, so nothing here can be graded — the gap is registry ACCURACY, not measurement. | `cc_backlog_triage_report.md` §1; `tools/extra_scores_registry.json`; `docs/score_inventory.md:33`; `docs/llm_triage_design.md:17`; STATUS post-sub #13 (the origin); OI-38/OI-39 | OPEN — **ASSIGNED: the corpus-onboarding event (OI-38)**, where the user's standing ""use as many scores/corpora as possible"" directive lands — the registry must be accurate and mechanically validated THERE, before any of those scores is used. Gate: the onboarding event (#8/#9) |"
DH-04864,open_items,open_items/OI-58.md,3,blockquote,broad,never,,,OI-58;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04865,open_items,open_items/OI-58.md,5,paragraph,broad,held/parked;never,2026-07-13,,70e679e819;OI-58;OI-62;OI-82;OI-74;OI-4;OI-54;OI-38,10,,,"**Section H — Long-horizon roadmap (held deliberately; listed so they are never ""forgotten"")**"
DH-04866,open_items,open_items/OI-58.md,7,table_row,high,refuted;superseded;held/parked;never,2026-07-13,,70e679e819;OI-58;OI-62;OI-82;OI-74;OI-4;OI-54;OI-38,1,,,"| OI-58 | Known-Gaps survivors (adopted out of §G by the backlog triage, 2026-07-13 — rescoped to the **3 sub-claims that survived checking**; each of the six was checked at the code). **✅ CLOSED sub-claims, recorded here so nothing is lost (#12): (4) MusicXML sus export bug — SUPERSEDED/FIXED** in this fork at `exportmusicxml.cpp:9040-9042` (commit `70e679e819`; upstream still carries the index-assign-into-an-empty-String bug that makes the degree-text guard never fire) — **residue carried: no C9sus2 export regression test locks it**. **(6) Rampageswing walking bass — SUPERSEDED, the description is REFUTED:** it is a 36-file **horn-only** big-band corpus (`tools/corpus_rampageswing_full/`), and a horn-only chart has **no bass part at all**, so walking-bass passing tones cannot be diluting the root; the later `--inject-written-root` experiment raised agreement **39.8 % → 98.3 %** (`ARCHITECTURE.md:2036/2132`, `STATUS.md:1494-1500`), diagnosing an **absent** root/bass — the opposite failure. **(2) Tie re-split — MIS-FILED, re-filed at OI-62:** it is an INTONATION limitation (`notationtuningbridge.cpp:1218` — one non-partial tie on ANY note skips the WHOLE chord for split-and-retune); the analyzer has no tie defect (`note_model.cpp:45-46/57-60/181-192`). **THE THREE THAT SURVIVE: (1) Tone weight — RESTATED, the original wording was inaccurate:** `weight` (`analysistypes.h:137`) IS populated on the region path (`regiontonecollector.cpp:384` — duration-fraction × beat weight, + repetition/cross-voice/pedal-tail terms) but is left at the **1.0 default on the single-tick `buildTones` path** (`regiontoneprimitives.cpp:112-120`, used by the status-bar / analyze-at-tick bridge); and **nothing anywhere populates it from dynamics or velocity** — `NoteEvent` carries no velocity field at all (`note_model.cpp:51-66`). True gap: *duration × metric only, never loudness; and one path defaults to 1.0.* **Owner: the E4 tone-surface / fact-publication design** (with OI-82 per-note metric salience, OI-74 voice identity); detail home = memory `backlog_tone_weight.md`. **(3) Cadence labels are hardcoded English:** raw literals `""PAC""`/`""PC""`/`""DC""`/`""HC""` at `sectioncadencedetection.cpp:104/106/110/137`, written verbatim to the score at `notationcomposingbridge.cpp:1244`; **zero** `qtrc`/`mtrc`/`TranslatableString`/`tr(` anywhere in `src/composing/`. **Owner: a product/i18n pass** (memory `backlog_cadence_i18n.md`) — held, gates nothing. **(5) Piano-sustain-pedal DECAY model absent:** pedal tails ARE carried but with a **flat** discount (`regiontonecollector.cpp:316-341`; `pedalTailWeightMultiplier = 0.3`, `analysistypes.h:325`) — no decay term, although the codebase HAS a decay primitive (`shv::timeDecay`) used only for span windows. Distinct from the harmonic pedal POINT (built; `chordpostpasses.cpp:190-275`). **Owner: the pedal-calibration family (OI-4/OI-54), which needs the pedal-dense corpus (OI-38).** | STATUS Known Gaps; `cc_backlog_triage_report.md` §2; the code citations above | OPEN — held; the three owners named above. None gates any stage |"
DH-04867,open_items,open_items/OI-59.md,1,heading,broad,deferred,,,OI-59;OPEN_ITEMS.md,1,,,# OI-59 — Corelli regressions + 4 deferred tests + chopin cascade
DH-04868,open_items,open_items/OI-59.md,3,blockquote,broad,never,2026-07-13,,OI-59;OPEN_ITEMS.md;cc_backlog_triage_report.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04869,open_items,open_items/OI-59.md,7,table_row,high,superseded;deferred;never,2026-07-13,,a6b08af3fe;OI-59;OI-70;OI-148;STATUS.md;notationimplode_tests.cpp;chopin_bi105_op30_2.json;cc_backlog_triage_report.md,1,,,"| OI-59 | Corelli notation regressions (Gm vs G m1b3 etc.) + 4 deferred notation tests + chopin_bi105 segmentation cascade | STATUS known regressions | ✅ **SUPERSEDED 2026-07-13 — all three claims dead (built + ran the suites at HEAD).** **(a) Corelli ""Gm vs G m1 b3"": FIXED** — the expectation was reverted to `""G""` exactly as `STATUS.md:646` prescribed (`notationimplode_tests.cpp:1165`; the sibling m10 b3 correctly KEEPS ""Gm"" at `:1173`); both formerly-failing Corelli implode tests are active and passing. **(b) chopin_bi105 cascade: NEVER TRIGGERED** — it was only ever an indirect consequence of *landing* the deferred key-confidence-gated dominant-quality fix, which was never landed; the golden `chopin_bi105_op30_2.json` shows tick 4800 as ONE unsplit F♯m region (no Bm at the head of `[4800,6240)`). **#12 carry — the latent fragility is NOT dropped:** re-attempting that specific fix re-triggers the cascade → recorded as a standing caution at **OI-70**. **(c) ""4 deferred notation tests"": the COUNT still holds but the TESTS are a different set with a newer root cause** (measured: 53 pass + **4 SKIPPED**) — all four are `a6b08af3fe` key-emission xfails → **NEW ROW OI-148** (they had no owner in the register). |"
DH-04870,open_items,open_items/OI-6.md,3,blockquote,broad,never,,,OI-6;OPEN_ITEMS.md;cowork_engage_arc_plan.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04871,open_items,open_items/OI-6.md,7,table_row,high,premise,,,OI-6;tools/param_manifest.json;cowork_engage_arc_plan.md,1,,,| OI-6 | EG-5: extend `tools/param_manifest.json` to L1/L2 constants + live-L3 hysteresis margins before Stage 5 closes (T3-1) | arc plan; premise-debt T3-1 | OPEN |
DH-04872,open_items,open_items/OI-60.md,3,blockquote,broad,never,2026-07-13,,OI-60;OPEN_ITEMS.md;cc_backlog_triage_report.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04873,open_items,open_items/OI-60.md,7,table_row,high,superseded,2026-07-13,,02e3733afb;OI-60;OI-80;OI-78;OI-38;ARCHITECTURE.md;keyresolver.h;keymodeanalyzer.cpp,1,,,"| OI-60 | Blocking/needs-fix trio: chord-symbols-as-input context-menu path; declaredMode soft-boost; implode chord-track gaps | STATUS next-session | ✅ **SUPERSEDED 2026-07-13 — all three fixed (verified at code).** **(a) chord-symbols-as-input: FIXED** — the symbol-reading path was DELETED wholesale (`02e3733afb`); `forceClassicalPath`/`scoreHasChordSymbols`/`analyzeHarmonicRhythmJazz` have **zero hits in `src/`** (`ARCHITECTURE.md:3454-3459` — ""no Jazz path and no symbol-reading gate""). *The row's polarity was misleading:* reading symbols was the BUG to remove, not a wanted feature; consuming them as INPUT EVIDENCE is a distinct FUTURE item, already carried at **OI-80**. **(b) declaredMode soft-boost: FIXED** — the hard override is gone (`keyresolver.h:43-45`); it is now a graded additive prior (`keymodeanalyzer.cpp:594-603`; `declaredModePenalty=1.0`, fit-bounds {0,15}, droppable via `ignoreDeclaredMode`), regression-covered (`decode_keymode_tests.cpp:379-405`). The *remaining* declaredMode concern (siloed to the key path) is **OI-78**, untouched. **(c) implode chord-track gaps: both named mechanisms VERIFIED PRESENT** — the repeated-chord-suppression escape hatch (`notationimplodebridge.cpp:646-679`, `kSameChordReannotationGap` at `:661`) and the head-gap AND tail-gap synthesis safety nets, which survived the move into `harmonicsegmenter.cpp:799-896`. **Residue stated honestly (#12):** the original ""Oak and the Lark"" fixture is GONE from the repo, so that specific three-symptom report is not re-testable; implode gap-filling has no dedicated fixture beyond Corelli — a score-acquisition matter that rides OI-38. |"
DH-04874,open_items,open_items/OI-61.md,1,heading,broad,held/parked,,,OI-61;OPEN_ITEMS.md,1,,,# OI-61 — Future Architectural Considerations (4 held items)
DH-04875,open_items,open_items/OI-61.md,3,blockquote,broad,never,,,OI-61;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04876,open_items,open_items/OI-61.md,5,paragraph,broad,held/parked;never,2026-07-13,,OI-61;OI-74;OI-145;OI-48;OPEN_ITEMS.md;STATUS.md;regiontonecollector.h;cc_backlog_triage_report.md,10,,,"**Section H — Long-horizon roadmap (held deliberately; listed so they are never ""forgotten"")**"
DH-04877,open_items,open_items/OI-62.md,3,blockquote,broad,never,,,OI-62;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04878,open_items,open_items/OI-62.md,5,paragraph,high,ratified;adjudicated,2026-07-13,user,OI-62;OI-58;OPEN_ITEMS.md;ARCHITECTURE.md;STATUS.md;notationtuningbridge.cpp;note_model.cpp;cc_backlog_triage_report.md,10,,,**Section E — User adjudication / ratification pending**
